Physician_ID,AttendingPhysician
3463,PHY427967
3464,PHY421110
3465,PHY357727
3466,PHY370397
3467,PHY432212
3468,PHY347510
3469,PHY363764
3470,PHY399227
3471,PHY354646
3472,PHY354199
3473,PHY377919
3474,PHY421301
3475,PHY341590
3476,PHY417913
3477,PHY431272
3478,PHY426598
3479,PHY317479
3480,PHY350166
3481,PHY344569
3482,PHY414674
3483,PHY325994
3484,PHY347675
3485,PHY365057
3486,PHY357427
3487,PHY354114
3488,PHY423244
3489,PHY360727
3490,PHY411545
3491,PHY428626
3492,PHY433581
3493,PHY355281
3494,PHY427491
3495,PHY415031
3496,PHY379709
3497,PHY311159
3498,PHY378516
3499,PHY344285
3500,PHY423453
3501,PHY368732
3502,PHY344492
3503,PHY424566
3504,PHY354026
3505,PHY338997
3506,PHY369732
3507,PHY372663
3508,PHY376005
3509,PHY330980
3510,PHY395843
3511,PHY376375
3512,PHY391131
3513,PHY425705
3514,PHY405496
3515,PHY397162
3516,PHY386432
3517,PHY316028
3518,PHY317052
3519,PHY311035
3520,PHY346175
3521,PHY381196
3522,PHY325921
3523,PHY402924
3524,PHY330741
3525,PHY380429
3526,PHY369226
3527,PHY327911
3528,PHY366632
3529,PHY329574
3530,PHY419803
3531,PHY389861
3532,PHY317078
3533,PHY367901
3534,PHY397260
3535,PHY409973
3536,PHY428665
3537,PHY395722
3538,PHY338116
3539,PHY405228
3540,PHY315243
3541,PHY375709
3542,PHY430602
3543,PHY336340
3544,PHY428479
3545,PHY325950
3546,PHY337513
3547,PHY327893
3548,PHY379378
3549,PHY347013
3550,PHY337528
3551,PHY407447
3552,PHY427006
3553,PHY432320
3554,PHY312571
3555,PHY326361
3556,PHY378002
3557,PHY359460
3558,PHY374751
3559,PHY390994
3560,PHY322928
3561,PHY328423
3562,PHY347615
3563,PHY343334
3564,PHY377896
3565,PHY416123
3566,PHY391048
3567,PHY388250
3568,PHY329872
3569,PHY356264
3570,PHY401740
3571,PHY385123
3572,PHY330812
3573,PHY347823
3574,PHY418973
3575,PHY332204
3576,PHY342134
3577,PHY350465
3578,PHY409582
3579,PHY313376
3580,PHY397015
3581,PHY353399
3582,PHY347370
3583,PHY361928
3584,PHY383520
3585,PHY412945
3586,PHY397565
3587,PHY401970
3588,PHY374046
3589,PHY408546
3590,PHY424541
3591,PHY351626
3592,PHY375552
3593,PHY357240
3594,PHY317521
3595,PHY375732
3596,PHY374728
3597,PHY332577
3598,PHY389963
3599,PHY398019
3600,PHY337201
3601,PHY433775
3602,PHY378220
3603,PHY360865
3604,PHY342527
3605,PHY354509
3606,PHY325571
3607,PHY425199
3608,PHY433463
3609,PHY352699
3610,PHY366156
3611,PHY418961
3612,PHY331702
3613,PHY331881
3614,PHY323040
3615,PHY328785
3616,PHY351542
3617,PHY318924
3618,PHY429893
3619,PHY333828
3620,PHY335881
3621,PHY393425
3622,PHY383163
3623,PHY432848
3624,PHY323657
3625,PHY321392
3626,PHY337857
3627,PHY404143
3628,PHY417955
3629,PHY321797
3630,PHY386161
3631,PHY394339
3632,PHY336001
3633,PHY376936
3634,PHY341260
3635,PHY372159
3636,PHY355678
3637,PHY422260
3638,PHY407358
3639,PHY347050
3640,PHY368700
3641,PHY407512
3642,PHY372987
3643,PHY369657
3644,PHY381003
3645,PHY396490
3646,PHY430741
3647,PHY430824
3648,PHY322520
3649,PHY338830
3650,PHY405252
3651,PHY314880
3652,PHY321563
3653,PHY379944
3654,PHY408122
3655,PHY344485
3656,PHY429622
3657,PHY418459
3658,PHY313234
3659,PHY364909
3660,PHY392575
3661,PHY316917
3662,PHY405582
3663,PHY337543
3664,PHY329331
3665,PHY391241
3666,PHY372536
3667,PHY430382
3668,PHY398861
3669,PHY382396
3670,PHY356593
3671,PHY429828
3672,PHY407704
3673,PHY352116
3674,PHY329857
3675,PHY411865
3676,PHY420169
3677,PHY432155
3678,PHY430458
3679,PHY344762
3680,PHY337134
3681,PHY372445
3682,PHY380919
3683,PHY348408
3684,PHY405679
3685,PHY317843
3686,PHY425597
3687,PHY328613
3688,PHY323623
3689,PHY315406
3690,PHY370240
3691,PHY395895
3692,PHY397687
3693,PHY430225
3694,PHY406328
3695,PHY413524
3696,PHY346541
3697,PHY426074
3698,PHY348531
3699,PHY357814
3700,PHY345498
3701,PHY394095
3702,PHY324532
3703,PHY408610
3704,PHY431992
3705,PHY312495
3706,PHY322577
3707,PHY334912
3708,PHY401038
3709,PHY314766
3710,PHY400150
3711,PHY324561
3712,PHY348551
3713,PHY328046
3714,PHY337178
3715,PHY387350
3716,PHY343268
3717,PHY360894
3718,PHY366253
3719,PHY358920
3720,PHY401358
3721,PHY377532
3722,PHY369130
3723,PHY376128
3724,PHY327800
3725,PHY311968
3726,PHY349215
3727,PHY335463
3728,PHY409451
3729,PHY338461
3730,PHY330219
3731,PHY424880
3732,PHY324002
3733,PHY409389
3734,PHY432693
3735,PHY328416
3736,PHY411488
3737,PHY404019
3738,PHY407703
3739,PHY312431
3740,PHY411354
3741,PHY362910
3742,PHY315432
3743,PHY398351
3744,PHY315344
3745,PHY429089
3746,PHY422828
3747,PHY317422
3748,PHY365589
3749,PHY314610
3750,PHY333575
3751,PHY410255
3752,PHY431630
3753,PHY380722
3754,PHY429702
3755,PHY325908
3756,PHY335942
3757,PHY380458
3758,PHY353809
3759,PHY333757
3760,PHY359836
3761,PHY377174
3762,PHY382030
3763,PHY420511
3764,PHY353436
3765,PHY356468
3766,PHY379401
3767,PHY431435
3768,PHY429105
3769,PHY346058
3770,PHY373345
3771,PHY399778
3772,PHY384492
3773,PHY371271
3774,PHY334660
3775,PHY402332
3776,PHY382067
3777,PHY410981
3778,PHY328160
3779,PHY384461
3780,PHY416489
3781,PHY418889
3782,PHY326937
3783,PHY395181
3784,PHY423670
3785,PHY422994
3786,PHY345836
3787,PHY335440
3788,PHY363309
3789,PHY355600
3790,PHY343576
3791,PHY327514
3792,PHY346061
3793,PHY375250
3794,PHY410210
3795,PHY422169
3796,PHY351274
3797,PHY401151
3798,PHY322509
3799,PHY363914
3800,PHY366555
3801,PHY380909
3802,PHY340246
3803,PHY322050
3804,PHY334516
3805,PHY410213
3806,PHY341600
3807,PHY406454
3808,PHY380296
3809,PHY389004
3810,PHY400121
3811,PHY352140
3812,PHY376155
3813,PHY417193
3814,PHY322312
3815,PHY336941
3816,PHY322980
3817,PHY338498
3818,PHY392872
3819,PHY370721
3820,PHY367916
3821,PHY398111
3822,PHY340075
3823,PHY387388
3824,PHY427642
3825,PHY324286
3826,PHY366628
3827,PHY320191
3828,PHY429953
3829,PHY374025
3830,PHY410343
3831,PHY349309
3832,PHY340332
3833,PHY334359
3834,PHY390727
3835,PHY428881
3836,PHY388824
3837,PHY323506
3838,PHY387406
3839,PHY431545
3840,PHY387515
3841,PHY408962
3842,PHY349768
3843,PHY404662
3844,PHY340344
3845,PHY325183
3846,PHY399716
3847,PHY370448
3848,PHY392264
3849,PHY330465
3850,PHY343446
3851,PHY399564
3852,PHY363459
3853,PHY379951
3854,PHY382633
3855,PHY393720
3856,PHY371576
3857,PHY348944
3858,PHY429144
3859,PHY321168
3860,PHY342688
3861,PHY336968
3862,PHY390128
3863,PHY347006
3864,PHY410596
3865,PHY347784
3866,PHY387194
3867,PHY365292
3868,PHY336481
3869,PHY354241
3870,PHY375818
3871,PHY406155
3872,PHY349159
3873,PHY399975
3874,PHY392596
3875,PHY364439
3876,PHY369551
3877,PHY341383
3878,PHY423183
3879,PHY431064
3880,PHY417787
3881,PHY401863
3882,PHY369411
3883,PHY346239
3884,PHY357196
3885,PHY350230
3886,PHY427046
3887,PHY389327
3888,PHY384631
3889,PHY381377
3890,PHY350890
3891,PHY397478
3892,PHY416975
3893,PHY344964
3894,PHY312247
3895,PHY403123
3896,PHY340472
3897,PHY312792
3898,PHY316513
3899,PHY368576
3900,PHY392849
3901,PHY407836
3902,PHY376437
3903,PHY427479
3904,PHY337034
3905,PHY416424
3906,PHY425915
3907,PHY326733
3908,PHY420422
3909,PHY401159
3910,PHY363868
3911,PHY407383
3912,PHY380295
3913,PHY360131
3914,PHY388731
3915,PHY411207
3916,PHY398379
3917,PHY422476
3918,PHY352934
3919,PHY365661
3920,PHY318021
3921,PHY338722
3922,PHY400219
3923,PHY365675
3924,PHY325664
3925,PHY433255
3926,PHY381373
3927,PHY347921
3928,PHY340177
3929,PHY388122
3930,PHY329385
3931,PHY378845
3932,PHY321186
3933,PHY430093
3934,PHY417773
3935,PHY380351
3936,PHY333614
3937,PHY393973
3938,PHY411452
3939,PHY378585
3940,PHY333691
3941,PHY357709
3942,PHY311151
3943,PHY327145
3944,PHY420497
3945,PHY417177
3946,PHY350991
3947,PHY420188
3948,PHY370441
3949,PHY365016
3950,PHY359130
3951,PHY336707
3952,PHY374419
3953,PHY363891
3954,PHY384624
3955,PHY422438
3956,PHY418008
3957,PHY336041
3958,PHY420314
3959,PHY430204
3960,PHY357909
3961,PHY402461
3962,PHY411325
3963,PHY333406
3964,PHY345634
3965,PHY318813
3966,PHY379607
3967,PHY413029
3968,PHY425006
3969,PHY404723
3970,PHY321540
3971,PHY335658
3972,PHY405596
3973,PHY349839
3974,PHY383960
3975,PHY428055
3976,PHY318560
3977,PHY334973
3978,PHY409664
3979,PHY359928
3980,PHY323002
3981,PHY428084
3982,PHY327472
3983,PHY399393
3984,PHY414365
3985,PHY351112
3986,PHY341438
3987,PHY432462
3988,PHY410899
3989,PHY375076
3990,PHY345896
3991,PHY422190
3992,PHY363224
3993,PHY358427
3994,PHY353296
3995,PHY326261
3996,PHY363899
3997,PHY325104
3998,PHY327409
3999,PHY360443
4000,PHY362432
4001,PHY400421
4002,PHY391158
4003,PHY317695
4004,PHY339166
4005,PHY393036
4006,PHY348391
4007,PHY365647
4008,PHY433741
4009,PHY350110
4010,PHY361619
4011,PHY406951
4012,PHY319492
4013,PHY387183
4014,PHY328069
4015,PHY371940
4016,PHY359994
4017,PHY331693
4018,PHY412365
4019,PHY386184
4020,PHY406137
4021,PHY352732
4022,PHY407060
4023,PHY431677
4024,PHY397868
4025,PHY384199
4026,PHY346082
4027,PHY345365
4028,PHY332187
4029,PHY364647
4030,PHY321511
4031,PHY316862
4032,PHY359472
4033,PHY311496
4034,PHY397249
4035,PHY343894
4036,PHY406052
4037,PHY341508
4038,PHY353636
4039,PHY393942
4040,PHY385335
4041,PHY403397
4042,PHY366023
4043,PHY409039
4044,PHY358437
4045,PHY423822
4046,PHY404987
4047,PHY314186
4048,PHY432602
4049,PHY401506
4050,PHY385238
4051,PHY358480
4052,PHY361772
4053,PHY409488
4054,PHY411404
4055,PHY393558
4056,PHY372269
4057,PHY426229
4058,PHY352837
4059,PHY394701
4060,PHY425456
4061,PHY382363
4062,PHY340636
4063,PHY365804
4064,PHY390233
4065,PHY415927
4066,PHY357933
4067,PHY413708
4068,PHY333561
4069,PHY428911
4070,PHY312903
4071,PHY388978
4072,PHY338774
4073,PHY355986
4074,PHY325099
4075,PHY327373
4076,PHY395709
4077,PHY337392
4078,PHY337229
4079,PHY400367
4080,PHY427572
4081,PHY372468
4082,PHY420216
4083,PHY428454
4084,PHY360909
4085,PHY388400
4086,PHY366046
4087,PHY369058
4088,PHY339788
4089,PHY416617
4090,PHY373008
4091,PHY356538
4092,PHY342541
4093,PHY428116
4094,PHY387108
4095,PHY358829
4096,PHY408602
4097,PHY404927
4098,PHY319554
4099,PHY394103
4100,PHY344318
4101,PHY371169
4102,PHY343278
4103,PHY389697
4104,PHY409309
4105,PHY352332
4106,PHY328346
4107,PHY388727
4108,PHY431374
4109,PHY417441
4110,PHY374292
4111,PHY423009
4112,PHY339194
4113,PHY358933
4114,PHY324230
4115,PHY418565
4116,PHY317716
4117,PHY322420
4118,PHY367743
4119,PHY341779
4120,PHY311651
4121,PHY428645
4122,PHY314103
4123,PHY326369
4124,PHY337998
4125,PHY313662
4126,PHY413042
4127,PHY317200
4128,PHY425799
4129,PHY366914
4130,PHY362375
4131,PHY416396
4132,PHY329794
4133,PHY419755
4134,PHY336768
4135,PHY320444
4136,PHY387320
4137,PHY427778
4138,PHY417442
4139,PHY384049
4140,PHY341345
4141,PHY339670
4142,PHY364515
4143,PHY350123
4144,PHY404200
4145,PHY431166
4146,PHY415606
4147,PHY396620
4148,PHY345511
4149,PHY371275
4150,PHY316234
4151,PHY316312
4152,PHY354363
4153,PHY402011
4154,PHY385314
4155,PHY371820
4156,PHY330962
4157,PHY391983
4158,PHY381988
4159,PHY389703
4160,PHY340608
4161,PHY397662
4162,PHY348508
4163,PHY337017
4164,PHY429863
4165,PHY381723
4166,PHY319060
4167,PHY355356
4168,PHY372633
4169,PHY367249
4170,PHY313323
4171,PHY421051
4172,PHY325230
4173,PHY393721
4174,PHY375602
4175,PHY395794
4176,PHY353562
4177,PHY423199
4178,PHY371486
4179,PHY345801
4180,PHY317125
4181,PHY383820
4182,PHY383351
4183,PHY415440
4184,PHY421812
4185,PHY398548
4186,PHY408296
4187,PHY327300
4188,PHY430984
4189,PHY335612
4190,PHY328937
4191,PHY411120
4192,PHY411541
4193,PHY383600
4194,PHY319587
4195,PHY368864
4196,PHY433128
4197,PHY338806
4198,PHY399358
4199,PHY426706
4200,PHY432282
4201,PHY318737
4202,PHY312651
4203,PHY415621
4204,PHY312076
4205,PHY363320
4206,PHY373477
4207,PHY375766
4208,PHY361185
4209,PHY326002
4210,PHY360042
4211,PHY393829
4212,PHY405955
4213,PHY317400
4214,PHY401671
4215,PHY318297
4216,PHY410865
4217,PHY406140
4218,PHY318655
4219,PHY374715
4220,PHY431334
4221,PHY385690
4222,PHY434052
4223,PHY373512
4224,PHY354992
4225,PHY352792
4226,PHY432525
4227,PHY390999
4228,PHY377053
4229,PHY331649
4230,PHY392939
4231,PHY432109
4232,PHY394858
4233,PHY422233
4234,PHY340436
4235,PHY408052
4236,PHY388950
4237,PHY409834
4238,PHY343141
4239,PHY431412
4240,PHY391553
4241,PHY322656
4242,PHY418106
4243,PHY359898
4244,PHY410648
4245,PHY417113
4246,PHY336948
4247,PHY325133
4248,PHY327125
4249,PHY430946
4250,PHY313301
4251,PHY314321
4252,PHY353514
4253,PHY397020
4254,PHY355171
4255,PHY334014
4256,PHY336728
4257,PHY387673
4258,PHY363215
4259,PHY385914
4260,PHY407071
4261,PHY413228
4262,PHY385622
4263,PHY320680
4264,PHY404032
4265,PHY432796
4266,PHY360898
4267,PHY352781
4268,PHY382592
4269,PHY347933
4270,PHY429071
4271,PHY390352
4272,PHY342117
4273,PHY352775
4274,PHY418289
4275,PHY360386
4276,PHY328222
4277,PHY418108
4278,PHY359746
4279,PHY381695
4280,PHY325334
4281,PHY412777
4282,PHY376589
4283,PHY311304
4284,PHY321557
4285,PHY324536
4286,PHY429546
4287,PHY333670
4288,PHY322371
4289,PHY367144
4290,PHY346713
4291,PHY372006
4292,PHY358282
4293,PHY406663
4294,PHY430625
4295,PHY333216
4296,PHY392541
4297,PHY370898
4298,PHY377085
4299,PHY363552
4300,PHY355082
4301,PHY323857
4302,PHY403604
4303,PHY357719
4304,PHY374148
4305,PHY416029
4306,PHY322897
4307,PHY380146
4308,PHY367518
4309,PHY432252
4310,PHY385355
4311,PHY432507
4312,PHY421562
4313,PHY370745
4314,PHY407785
4315,PHY384809
4316,PHY377655
4317,PHY354466
4318,PHY422728
4319,PHY414603
4320,PHY356122
4321,PHY321388
4322,PHY328905
4323,PHY344837
4324,PHY327383
4325,PHY432398
4326,PHY401053
4327,PHY325156
4328,PHY358305
4329,PHY366417
4330,PHY392165
4331,PHY349232
4332,PHY344160
4333,PHY350816
4334,PHY367184
4335,PHY318452
4336,PHY363953
4337,PHY419690
4338,PHY385887
4339,PHY338486
4340,PHY343265
4341,PHY317862
4342,PHY427441
4343,PHY345068
4344,PHY343959
4345,PHY433217
4346,PHY339305
4347,PHY426097
4348,PHY335275
4349,PHY335645
4350,PHY374245
4351,PHY385785
4352,PHY416878
4353,PHY407636
4354,PHY391097
4355,PHY339217
4356,PHY407834
4357,PHY374977
4358,PHY356054
4359,PHY363030
4360,PHY331134
4361,PHY379482
4362,PHY320245
4363,PHY390737
4364,PHY398558
4365,PHY405073
4366,PHY406045
4367,PHY335669
4368,PHY414898
4369,PHY428836
4370,PHY403831
4371,PHY398098
4372,PHY427287
4373,PHY312971
4374,PHY333321
4375,PHY405790
4376,PHY413575
4377,PHY399829
4378,PHY325883
4379,PHY400037
4380,PHY323651
4381,PHY391021
4382,PHY414191
4383,PHY405860
4384,PHY329593
4385,PHY408103
4386,PHY398859
4387,PHY316308
4388,PHY354513
4389,PHY430590
4390,PHY399055
4391,PHY340132
4392,PHY408209
4393,PHY390503
4394,PHY431632
4395,PHY426678
4396,PHY423510
4397,PHY314803
4398,PHY343983
4399,PHY327612
4400,PHY320908
4401,PHY378998
4402,PHY390615
4403,PHY421762
4404,PHY311394
4405,PHY327653
4406,PHY349289
4407,PHY353925
4408,PHY395514
4409,PHY432215
4410,PHY404173
4411,PHY354705
4412,PHY431809
4413,PHY361034
4414,PHY330714
4415,PHY429235
4416,PHY379935
4417,PHY344404
4418,PHY318214
4419,PHY401432
4420,PHY372839
4421,PHY337484
4422,PHY346988
4423,PHY360249
4424,PHY373377
4425,PHY405633
4426,PHY422608
4427,PHY352106
4428,PHY369919
4429,PHY364681
4430,PHY401214
4431,PHY400409
4432,PHY329132
4433,PHY433465
4434,PHY430647
4435,PHY375983
4436,PHY312203
4437,PHY357968
4438,PHY413550
4439,PHY397747
4440,PHY426938
4441,PHY393926
4442,PHY329185
4443,PHY316778
4444,PHY348748
4445,PHY392081
4446,PHY312078
4447,PHY408612
4448,PHY421834
4449,PHY385674
4450,PHY433827
4451,PHY417642
4452,PHY319094
4453,PHY430716
4454,PHY424531
4455,PHY378440
4456,PHY404901
4457,PHY364117
4458,PHY427261
4459,PHY358131
4460,PHY384962
4461,PHY348853
4462,PHY420024
4463,PHY412526
4464,PHY378054
4465,PHY403856
4466,PHY354815
4467,PHY390819
4468,PHY371821
4469,PHY317756
4470,PHY376706
4471,PHY382250
4472,PHY379687
4473,PHY351992
4474,PHY406661
4475,PHY362366
4476,PHY409319
4477,PHY418221
4478,PHY373039
4479,PHY312559
4480,PHY352006
4481,PHY425056
4482,PHY378938
4483,PHY408380
4484,PHY344442
4485,PHY343601
4486,PHY421414
4487,PHY349861
4488,PHY414284
4489,PHY379436
4490,PHY416814
4491,PHY381559
4492,PHY330571
4493,PHY394121
4494,PHY393539
4495,PHY335804
4496,PHY430918
4497,PHY407640
4498,PHY390011
4499,PHY312390
4500,PHY414782
4501,PHY348329
4502,PHY349922
4503,PHY381607
4504,PHY316961
4505,PHY349584
4506,PHY322554
4507,PHY312479
4508,PHY369960
4509,PHY346497
4510,PHY391928
4511,PHY400617
4512,PHY331166
4513,PHY366147
4514,PHY378636
4515,PHY420204
4516,PHY337568
4517,PHY418880
4518,PHY351154
4519,PHY400107
4520,PHY410189
4521,PHY346495
4522,PHY351644
4523,PHY329441
4524,PHY408821
4525,PHY412039
4526,PHY401337
4527,PHY347568
4528,PHY324092
4529,PHY403013
4530,PHY399528
4531,PHY420033
4532,PHY361046
4533,PHY332450
4534,PHY327846
4535,PHY366842
4536,PHY340043
4537,PHY338660
4538,PHY382645
4539,PHY340125
4540,PHY376279
4541,PHY351191
4542,PHY430535
4543,PHY434119
4544,PHY421694
4545,PHY313977
4546,PHY398458
4547,PHY358451
4548,PHY389434
4549,PHY334250
4550,PHY364061
4551,PHY327616
4552,PHY380441
4553,PHY409099
4554,PHY395943
4555,PHY325391
4556,PHY335541
4557,PHY433787
4558,PHY418579
4559,PHY355996
4560,PHY395120
4561,PHY385992
4562,PHY410956
4563,PHY377892
4564,PHY331804
4565,PHY412120
4566,PHY345354
4567,PHY314577
4568,PHY422328
4569,PHY360954
4570,PHY406484
4571,PHY424370
4572,PHY416849
4573,PHY342659
4574,PHY334298
4575,PHY318428
4576,PHY417493
4577,PHY367788
4578,PHY359893
4579,PHY320156
4580,PHY394503
4581,PHY328760
4582,PHY393606
4583,PHY356091
4584,PHY358790
4585,PHY331529
4586,PHY383284
4587,PHY388996
4588,PHY408098
4589,PHY387624
4590,PHY405475
4591,PHY427275
4592,PHY389197
4593,PHY413752
4594,PHY316803
4595,PHY340711
4596,PHY353994
4597,PHY415482
4598,PHY386905
4599,PHY312271
4600,PHY431648
4601,PHY419019
4602,PHY415514
4603,PHY332294
4604,PHY433016
4605,PHY367866
4606,PHY338778
4607,PHY399258
4608,PHY311690
4609,PHY370682
4610,PHY417991
4611,PHY421976
4612,PHY403469
4613,PHY361670
4614,PHY399537
4615,PHY429552
4616,PHY377118
4617,PHY348311
4618,PHY341292
4619,PHY347542
4620,PHY430411
4621,PHY406609
4622,PHY346701
4623,PHY430468
4624,PHY427796
4625,PHY375550
4626,PHY334582
4627,PHY374040
4628,PHY323264
4629,PHY400835
4630,PHY349096
4631,PHY313427
4632,PHY411075
4633,PHY408175
4634,PHY360895
4635,PHY382611
4636,PHY429713
4637,PHY396507
4638,PHY394466
4639,PHY377474
4640,PHY347096
4641,PHY409687
4642,PHY420139
4643,PHY354339
4644,PHY392848
4645,PHY408572
4646,PHY386105
4647,PHY380133
4648,PHY428803
4649,PHY414606
4650,PHY320194
4651,PHY356817
4652,PHY388670
4653,PHY390396
4654,PHY388848
4655,PHY349337
4656,PHY341076
4657,PHY401160
4658,PHY428093
4659,PHY379665
4660,PHY392726
4661,PHY415587
4662,PHY389050
4663,PHY321489
4664,PHY344075
4665,PHY314587
4666,PHY418684
4667,PHY364317
4668,PHY364318
4669,PHY357072
4670,PHY415881
4671,PHY378906
4672,PHY381056
4673,PHY325796
4674,PHY403479
4675,PHY355463
4676,PHY420996
4677,PHY361999
4678,PHY407387
4679,PHY416924
4680,PHY311719
4681,PHY341206
4682,PHY413169
4683,PHY418236
4684,PHY339873
4685,PHY342956
4686,PHY385353
4687,PHY353019
4688,PHY341754
4689,PHY371364
4690,PHY392633
4691,PHY317059
4692,PHY431109
4693,PHY378130
4694,PHY406024
4695,PHY326889
4696,PHY365585
4697,PHY430496
4698,PHY410733
4699,PHY429519
4700,PHY366933
4701,PHY409627
4702,PHY397505
4703,PHY417544
4704,PHY343379
4705,PHY428115
4706,PHY340413
4707,PHY319937
4708,PHY314796
4709,PHY380560
4710,PHY407414
4711,PHY392050
4712,PHY375378
4713,PHY332385
4714,PHY382132
4715,PHY401682
4716,PHY355948
4717,PHY421083
4718,PHY383857
4719,PHY358837
4720,PHY370328
4721,PHY335917
4722,PHY415314
4723,PHY384298
4724,PHY413282
4725,PHY326811
4726,PHY396308
4727,PHY388037
4728,PHY330940
4729,PHY394235
4730,PHY389630
4731,PHY390911
4732,PHY342773
4733,PHY319086
4734,PHY357653
4735,PHY424286
4736,PHY405693
4737,PHY388292
4738,PHY397461
4739,PHY416533
4740,PHY335015
4741,PHY364752
4742,PHY329034
4743,PHY335636
4744,PHY392385
4745,PHY353583
4746,PHY321429
4747,PHY356945
4748,PHY353592
4749,PHY343984
4750,PHY324863
4751,PHY375600
4752,PHY404972
4753,PHY378119
4754,PHY405081
4755,PHY350433
4756,PHY358181
4757,PHY390900
4758,PHY344251
4759,PHY336005
4760,PHY348932
4761,PHY315807
4762,PHY403045
4763,PHY393017
4764,PHY329871
4765,PHY425744
4766,PHY397708
4767,PHY384335
4768,PHY350604
4769,PHY389285
4770,PHY397492
4771,PHY313080
4772,PHY349060
4773,PHY422245
4774,PHY424261
4775,PHY413840
4776,PHY365464
4777,PHY401561
4778,PHY406873
4779,PHY358041
4780,PHY332045
4781,PHY415060
4782,PHY385477
4783,PHY380957
4784,PHY347418
4785,PHY329404
4786,PHY415690
4787,PHY327356
4788,PHY357109
4789,PHY429047
4790,PHY376007
4791,PHY337458
4792,PHY389620
4793,PHY347740
4794,PHY317148
4795,PHY328244
4796,PHY359433
4797,PHY360134
4798,PHY332290
4799,PHY347075
4800,PHY406845
4801,PHY412379
4802,PHY394512
4803,PHY339887
4804,PHY381843
4805,PHY383215
4806,PHY338618
4807,PHY384357
4808,PHY379408
4809,PHY358541
4810,PHY374557
4811,PHY330116
4812,PHY400362
4813,PHY329529
4814,PHY315913
4815,PHY387022
4816,PHY319345
4817,PHY426066
4818,PHY353543
4819,PHY396857
4820,PHY390327
4821,PHY383647
4822,PHY327190
4823,PHY338597
4824,PHY406924
4825,PHY384291
4826,PHY315964
4827,PHY343767
4828,PHY350507
4829,PHY328209
4830,PHY343688
4831,PHY361838
4832,PHY372897
4833,PHY337968
4834,PHY411281
4835,PHY388622
4836,PHY365381
4837,PHY378142
4838,PHY330602
4839,PHY354147
4840,PHY382343
4841,PHY351712
4842,PHY409579
4843,PHY379084
4844,PHY392412
4845,PHY413277
4846,PHY380529
4847,PHY428942
4848,PHY392682
4849,PHY425223
4850,PHY408628
4851,PHY397661
4852,PHY334768
4853,PHY392837
4854,PHY346567
4855,PHY407538
4856,PHY333041
4857,PHY430829
4858,PHY312831
4859,PHY409646
4860,PHY399713
4861,PHY427833
4862,PHY337882
4863,PHY314122
4864,PHY388481
4865,PHY321502
4866,PHY433428
4867,PHY396367
4868,PHY338740
4869,PHY360547
4870,PHY318818
4871,PHY366640
4872,PHY356689
4873,PHY365316
4874,PHY344749
4875,PHY350862
4876,PHY431059
4877,PHY384216
4878,PHY392063
4879,PHY410817
4880,PHY358439
4881,PHY410227
4882,PHY320477
4883,PHY346878
4884,PHY414683
4885,PHY314307
4886,PHY320420
4887,PHY403283
4888,PHY336818
4889,PHY369305
4890,PHY405227
4891,PHY343270
4892,PHY414149
4893,PHY422701
4894,PHY320602
4895,PHY326162
4896,PHY361263
4897,PHY365385
4898,PHY386533
4899,PHY365997
4900,PHY350359
4901,PHY325105
4902,PHY314408
4903,PHY416241
4904,PHY384256
4905,PHY431966
4906,PHY376059
4907,PHY413008
4908,PHY377028
4909,PHY361823
4910,PHY346782
4911,PHY386112
4912,PHY422419
4913,PHY411660
4914,PHY350038
4915,PHY335960
4916,PHY367004
4917,PHY315514
4918,PHY382032
4919,PHY385738
4920,PHY394013
4921,PHY335833
4922,PHY413720
4923,PHY370210
4924,PHY331874
4925,PHY428184
4926,PHY362077
4927,PHY430654
4928,PHY321886
4929,PHY376278
4930,PHY321626
4931,PHY328651
4932,PHY407134
4933,PHY346569
4934,PHY388973
4935,PHY418967
4936,PHY386052
4937,PHY330570
4938,PHY368826
4939,PHY348143
4940,PHY359162
4941,PHY418087
4942,PHY389024
4943,PHY355203
4944,PHY415673
4945,PHY406174
4946,PHY420182
4947,PHY360946
4948,PHY370472
4949,PHY376043
4950,PHY378272
4951,PHY416877
4952,PHY410798
4953,PHY377300
4954,PHY403331
4955,PHY337202
4956,PHY348992
4957,PHY365930
4958,PHY417703
4959,PHY315837
4960,PHY336437
4961,PHY387365
4962,PHY429222
4963,PHY393479
4964,PHY328717
4965,PHY413713
4966,PHY399392
4967,PHY387349
4968,PHY385415
4969,PHY335485
4970,PHY360629
4971,PHY394078
4972,PHY372133
4973,PHY355976
4974,PHY314168
4975,PHY341803
4976,PHY362642
4977,PHY342435
4978,PHY406662
4979,PHY394608
4980,PHY423591
4981,PHY418499
4982,PHY399309
4983,PHY383374
4984,PHY422159
4985,PHY362178
4986,PHY372835
4987,PHY385549
4988,PHY384400
4989,PHY381430
4990,PHY331768
4991,PHY409108
4992,PHY414375
4993,PHY429145
4994,PHY338327
4995,PHY388958
4996,PHY409891
4997,PHY375712
4998,PHY358415
4999,PHY344921
5000,PHY319467
5001,PHY388409
5002,PHY369347
5003,PHY376882
5004,PHY432297
5005,PHY347119
5006,PHY349928
5007,PHY353814
5008,PHY428408
5009,PHY320158
5010,PHY316329
5011,PHY402093
5012,PHY404085
5013,PHY356372
5014,PHY416198
5015,PHY333784
