AttendingPhysician_ID,AttendingPhysician
20982,PHY316980
20983,PHY376846
20984,PHY325574
20985,PHY361799
20986,PHY351438
20987,PHY382198
20988,PHY319215
20989,PHY406446
20990,PHY361069
20991,PHY361217
20992,PHY345099
20993,PHY365759
20994,PHY390520
20995,PHY376467
20996,PHY313418
20997,PHY394934
20998,PHY420998
20999,PHY400147
21000,PHY403261
21001,PHY380656
21002,PHY341864
21003,PHY395064
21004,PHY364449
21005,PHY345108
21006,PHY407659
21007,PHY431624
21008,PHY332335
21009,PHY372465
21010,PHY405766
21011,PHY367197
21012,PHY403563
21013,PHY413854
21014,PHY418821
21015,PHY410640
21016,PHY420584
21017,PHY424951
21018,PHY422623
21019,PHY389412
21020,PHY316802
21021,PHY344511
21022,PHY370020
21023,PHY397165
21024,PHY364733
21025,PHY401713
21026,PHY324850
21027,PHY417961
21028,PHY412590
21029,PHY388493
21030,PHY385713
21031,PHY420988
21032,PHY356513
21033,PHY419260
21034,PHY430753
21035,PHY327121
21036,PHY398975
21037,PHY322095
21038,PHY369425
21039,PHY414194
21040,PHY324642
21041,PHY430701
21042,PHY370998
21043,PHY422053
21044,PHY419795
21045,PHY360089
21046,PHY357977
21047,PHY312385
21048,PHY345862
21049,PHY367101
21050,PHY337088
21051,PHY382876
21052,PHY378835
21053,PHY352806
21054,PHY337074
21055,PHY312483
21056,PHY367645
21057,PHY338925
21058,PHY336178
21059,PHY369451
21060,PHY373288
21061,PHY377763
21062,PHY365066
21063,PHY376922
21064,PHY424150
21065,PHY343648
21066,PHY417297
21067,PHY359587
21068,PHY380323
21069,PHY317145
21070,PHY356036
21071,PHY371829
21072,PHY322573
21073,PHY378801
21074,PHY318131
21075,PHY372691
21076,PHY382014
21077,PHY387450
21078,PHY396270
21079,PHY374773
21080,PHY398118
21081,PHY382138
21082,PHY324151
21083,PHY314902
21084,PHY342271
21085,PHY319358
21086,PHY365747
21087,PHY369616
21088,PHY316399
21089,PHY316677
21090,PHY316255
21091,PHY405002
21092,PHY346241
21093,PHY343519
21094,PHY416700
21095,PHY428025
21096,PHY365205
21097,PHY349611
21098,PHY375878
21099,PHY383937
21100,PHY373992
21101,PHY393807
21102,PHY348126
21103,PHY400770
21104,PHY383024
21105,PHY414487
21106,PHY326606
21107,PHY346880
21108,PHY338824
21109,PHY321807
21110,PHY351703
21111,PHY368537
21112,PHY419175
21113,PHY401864
21114,PHY343292
21115,PHY354444
21116,PHY312776
21117,PHY329071
21118,PHY317063
21119,PHY356393
21120,PHY314258
21121,PHY415114
21122,PHY404627
21123,PHY313654
21124,PHY396664
21125,PHY402977
21126,PHY366061
21127,PHY399509
21128,PHY419037
21129,PHY431092
21130,PHY350704
21131,PHY412978
21132,PHY413620
21133,PHY356958
21134,PHY381836
21135,PHY341471
21136,PHY405198
21137,PHY339183
21138,PHY360809
21139,PHY331219
21140,PHY364217
21141,PHY395806
21142,PHY412804
21143,PHY360379
21144,PHY313697
21145,PHY387038
21146,PHY330660
21147,PHY353001
21148,PHY383703
21149,PHY407388
21150,PHY389034
21151,PHY386419
21152,PHY386280
21153,PHY390206
21154,PHY380057
21155,PHY337574
21156,PHY426319
21157,PHY386702
21158,PHY357070
21159,PHY313261
21160,PHY362774
21161,PHY360944
21162,PHY369498
21163,PHY362404
21164,PHY311985
21165,PHY403436
21166,PHY372998
21167,PHY324386
21168,PHY339668
21169,PHY318605
21170,PHY319172
21171,PHY314160
21172,PHY370580
21173,PHY341117
21174,PHY364097
21175,PHY417307
21176,PHY424935
21177,PHY373602
21178,PHY342885
21179,PHY374174
21180,PHY318414
21181,PHY326701
21182,PHY374202
21183,PHY351526
21184,PHY322140
21185,PHY377213
21186,PHY322706
21187,PHY432485
21188,PHY338167
21189,PHY365911
21190,PHY429511
21191,PHY391132
21192,PHY395241
21193,PHY405207
21194,PHY365914
21195,PHY387503
21196,PHY361036
21197,PHY333930
21198,PHY423645
21199,PHY431892
21200,PHY344237
21201,PHY423617
21202,PHY314300
21203,PHY394763
21204,PHY428816
21205,PHY398309
21206,PHY386428
21207,PHY314966
21208,PHY376052
21209,PHY399761
21210,PHY366584
21211,PHY422356
21212,PHY322385
21213,PHY403579
21214,PHY350613
21215,PHY371263
21216,PHY363606
21217,PHY397649
21218,PHY364048
21219,PHY386097
21220,PHY390320
21221,PHY331144
21222,PHY332190
21223,PHY399257
21224,PHY377020
21225,PHY396334
21226,PHY419949
21227,PHY322530
21228,PHY423638
21229,PHY340701
21230,PHY396815
21231,PHY398339
21232,PHY381413
21233,PHY413636
21234,PHY420151
21235,PHY394875
21236,PHY322264
21237,PHY418763
21238,PHY316324
21239,PHY392482
21240,PHY377592
21241,PHY422075
21242,PHY314172
21243,PHY427202
21244,PHY390481
21245,PHY381939
21246,PHY314680
21247,PHY352257
21248,PHY415087
21249,PHY407839
21250,PHY323028
21251,PHY379924
21252,PHY401352
21253,PHY378915
21254,PHY390424
21255,PHY409909
21256,PHY424615
21257,PHY361249
21258,PHY339001
21259,PHY415318
21260,PHY388492
21261,PHY364201
21262,PHY331893
21263,PHY316530
21264,PHY414116
21265,PHY358857
21266,PHY419929
21267,PHY348675
21268,PHY409550
21269,PHY352414
21270,PHY422358
21271,PHY316732
21272,PHY410901
21273,PHY359139
21274,PHY358849
21275,PHY361447
21276,PHY399441
21277,PHY326241
21278,PHY318440
21279,PHY326800
21280,PHY340888
21281,PHY420365
21282,PHY314101
21283,PHY361700
21284,PHY314849
21285,PHY383814
21286,PHY355748
21287,PHY419798
21288,PHY322315
21289,PHY325741
21290,PHY389350
21291,PHY393685
21292,PHY332552
21293,PHY352481
21294,PHY328979
21295,PHY330619
21296,PHY349394
21297,PHY383744
21298,PHY326959
21299,PHY385332
21300,PHY373208
21301,PHY352503
21302,PHY392286
21303,PHY434141
21304,PHY321952
21305,PHY402361
21306,PHY340638
21307,PHY377603
21308,PHY426114
21309,PHY422964
21310,PHY406765
21311,PHY412980
21312,PHY417835
21313,PHY363047
21314,PHY422336
21315,PHY333946
21316,PHY359827
21317,PHY393133
21318,PHY328862
21319,PHY418027
21320,PHY324461
21321,PHY396470
21322,PHY377771
21323,PHY388790
21324,PHY433127
21325,PHY389834
21326,PHY314975
21327,PHY428080
21328,PHY415051
21329,PHY408750
21330,PHY398514
21331,PHY429813
21332,PHY361265
21333,PHY327872
21334,PHY333147
21335,PHY362708
21336,PHY384803
21337,PHY411098
21338,PHY377102
21339,PHY346982
21340,PHY416408
21341,PHY324605
21342,PHY386898
21343,PHY371091
21344,PHY393824
21345,PHY395702
21346,PHY430130
21347,PHY413431
21348,PHY374779
21349,PHY339367
21350,PHY389916
21351,PHY408753
21352,PHY376984
21353,PHY425632
21354,PHY322286
21355,PHY424205
21356,PHY320753
21357,PHY380459
21358,PHY321253
21359,PHY386071
21360,PHY399654
21361,PHY376678
21362,PHY368967
21363,PHY372441
21364,PHY427128
21365,PHY418888
21366,PHY368238
21367,PHY350476
21368,PHY422061
21369,PHY380935
21370,PHY317178
21371,PHY404845
21372,PHY410090
21373,PHY413432
21374,PHY422321
21375,PHY407497
21376,PHY413222
21377,PHY363091
21378,PHY429191
21379,PHY404203
21380,PHY373009
21381,PHY348182
21382,PHY396760
21383,PHY352335
21384,PHY329050
21385,PHY348467
21386,PHY390747
21387,PHY344157
21388,PHY433438
21389,PHY425038
21390,PHY362286
21391,PHY350521
21392,PHY355410
21393,PHY320287
21394,PHY361962
21395,PHY397258
21396,PHY343210
21397,PHY338284
21398,PHY424392
21399,PHY389230
21400,PHY356656
21401,PHY356572
21402,PHY386603
21403,PHY346929
21404,PHY391456
21405,PHY386521
21406,PHY371050
21407,PHY391398
21408,PHY318016
21409,PHY420701
21410,PHY361657
21411,PHY324468
21412,PHY331127
21413,PHY414526
21414,PHY427983
21415,PHY317501
21416,PHY399266
21417,PHY405925
21418,PHY338976
21419,PHY392191
21420,PHY311717
21421,PHY324314
21422,PHY333479
21423,PHY350843
21424,PHY383132
21425,PHY334361
21426,PHY403764
21427,PHY416801
21428,PHY421330
21429,PHY391184
21430,PHY424612
21431,PHY333807
21432,PHY354932
21433,PHY367672
21434,PHY368633
21435,PHY326400
21436,PHY393066
21437,PHY343931
21438,PHY321495
21439,PHY377774
21440,PHY419821
21441,PHY423773
21442,PHY358741
21443,PHY342392
21444,PHY401638
21445,PHY421625
21446,PHY361848
21447,PHY349939
21448,PHY390074
21449,PHY376097
21450,PHY391052
21451,PHY365831
21452,PHY312181
21453,PHY385124
21454,PHY332474
21455,PHY348061
21456,PHY390972
21457,PHY345243
21458,PHY316529
21459,PHY405849
21460,PHY362117
21461,PHY406607
21462,PHY430348
21463,PHY324287
21464,PHY366764
21465,PHY433407
21466,PHY341729
21467,PHY396340
21468,PHY331180
21469,PHY407667
21470,PHY413844
21471,PHY371678
21472,PHY432269
21473,PHY387993
21474,PHY374041
21475,PHY392689
21476,PHY393409
21477,PHY333105
21478,PHY317006
21479,PHY397074
21480,PHY345719
21481,PHY350953
21482,PHY338434
21483,PHY393588
21484,PHY429921
21485,PHY351000
21486,PHY432077
21487,PHY426247
21488,PHY415936
21489,PHY384008
21490,PHY389038
21491,PHY374485
21492,PHY387887
21493,PHY401314
21494,PHY348316
21495,PHY311196
21496,PHY433595
21497,PHY338228
21498,PHY367128
21499,PHY354018
21500,PHY320210
21501,PHY407489
21502,PHY397587
21503,PHY329273
21504,PHY371852
21505,PHY374493
21506,PHY428243
21507,PHY403561
21508,PHY379612
21509,PHY400688
21510,PHY415237
21511,PHY419907
21512,PHY414641
21513,PHY344426
21514,PHY403538
21515,PHY364907
21516,PHY349905
21517,PHY425480
21518,PHY400583
21519,PHY328529
21520,PHY374709
21521,PHY374372
21522,PHY383338
21523,PHY405627
21524,PHY375586
21525,PHY381663
21526,PHY403444
21527,PHY343815
21528,PHY431770
21529,PHY321020
21530,PHY433263
21531,PHY367577
21532,PHY331696
21533,PHY360060
21534,PHY384511
21535,PHY358721
21536,PHY371526
21537,PHY317248
21538,PHY340360
21539,PHY314118
21540,PHY315073
21541,PHY428508
21542,PHY329745
21543,PHY327767
21544,PHY433975
21545,PHY329039
21546,PHY334045
21547,PHY365390
21548,PHY415645
21549,PHY312645
21550,PHY353743
21551,PHY410128
21552,PHY428189
21553,PHY311405
21554,PHY316416
21555,PHY338733
21556,PHY331454
21557,PHY373946
21558,PHY362978
21559,PHY316013
21560,PHY373307
21561,PHY385107
21562,PHY420275
21563,PHY319993
21564,PHY358998
21565,PHY361530
21566,PHY417277
21567,PHY337489
21568,PHY312379
21569,PHY404033
21570,PHY349194
21571,PHY395769
21572,PHY319862
21573,PHY311713
21574,PHY418127
21575,PHY329478
21576,PHY390103
21577,PHY426781
21578,PHY407244
21579,PHY399244
21580,PHY344761
21581,PHY328127
21582,PHY373713
21583,PHY403301
21584,PHY378945
21585,PHY379878
21586,PHY391234
21587,PHY391055
21588,PHY316945
21589,PHY368136
21590,PHY346226
21591,PHY424352
21592,PHY334355
21593,PHY332311
21594,PHY328589
21595,PHY326910
21596,PHY345716
21597,PHY330174
21598,PHY338529
21599,PHY383168
21600,PHY395341
21601,PHY331717
21602,PHY414862
21603,PHY418486
21604,PHY423415
21605,PHY350844
21606,PHY345008
21607,PHY418410
21608,PHY320085
21609,PHY369722
21610,PHY428165
21611,PHY331566
21612,PHY336591
21613,PHY428706
21614,PHY381159
21615,PHY351455
21616,PHY346211
21617,PHY351041
21618,PHY387640
21619,PHY409209
21620,PHY377492
21621,PHY316347
21622,PHY391051
21623,PHY411001
21624,PHY333810
21625,PHY411364
21626,PHY333528
21627,PHY389897
21628,PHY336692
21629,PHY417156
21630,PHY329918
21631,PHY400075
21632,PHY399834
21633,PHY422546
21634,PHY349530
21635,PHY421160
21636,PHY408180
21637,PHY398665
21638,PHY368667
21639,PHY433416
21640,PHY366027
21641,PHY367390
21642,PHY352137
21643,PHY391663
21644,PHY354656
21645,PHY432921
21646,PHY380096
21647,PHY322646
21648,PHY350161
21649,PHY375932
21650,PHY321752
21651,PHY393381
21652,PHY364344
21653,PHY329494
21654,PHY388640
21655,PHY414749
21656,PHY349016
21657,PHY346409
21658,PHY433359
21659,PHY330028
21660,PHY331259
21661,PHY332278
21662,PHY410458
21663,PHY386315
21664,PHY321124
21665,PHY412374
21666,PHY411620
21667,PHY353177
21668,PHY381175
21669,PHY343990
21670,PHY412726
21671,PHY321109
21672,PHY317242
21673,PHY406570
21674,PHY325557
21675,PHY341876
21676,PHY430317
21677,PHY430542
21678,PHY413627
21679,PHY323765
21680,PHY319673
21681,PHY365666
21682,PHY412971
21683,PHY433206
21684,PHY432023
21685,PHY347872
21686,PHY339310
21687,PHY362831
21688,PHY394971
21689,PHY321281
21690,PHY429079
21691,PHY418701
21692,PHY411139
21693,PHY330912
21694,PHY386030
21695,PHY349454
21696,PHY417874
21697,PHY338211
21698,PHY349526
21699,PHY324448
21700,PHY397891
21701,PHY366458
21702,PHY322109
21703,PHY408149
21704,PHY430876
21705,PHY368342
21706,PHY373649
21707,PHY338476
21708,PHY354765
21709,PHY362580
21710,PHY311736
21711,PHY405906
21712,PHY316008
21713,PHY360415
21714,PHY324227
21715,PHY329709
21716,PHY387322
21717,PHY317022
21718,PHY359195
21719,PHY397883
21720,PHY345593
21721,PHY377566
21722,PHY406333
21723,PHY399696
21724,PHY399176
21725,PHY369121
21726,PHY387307
21727,PHY311041
21728,PHY385054
21729,PHY409034
21730,PHY352763
21731,PHY330377
21732,PHY422437
21733,PHY392662
21734,PHY321891
21735,PHY384141
21736,PHY363986
21737,PHY397739
21738,PHY312616
21739,PHY393498
21740,PHY329562
21741,PHY385499
21742,PHY375408
21743,PHY335949
21744,PHY372575
21745,PHY368619
21746,PHY422239
21747,PHY387456
21748,PHY325969
21749,PHY414616
21750,PHY430102
21751,PHY405298
21752,PHY365779
21753,PHY402740
21754,PHY380392
21755,PHY401701
21756,PHY411800
21757,PHY356056
21758,PHY384992
21759,PHY335909
21760,PHY393472
21761,PHY430145
21762,PHY313025
21763,PHY375717
21764,PHY343405
21765,PHY393642
21766,PHY359764
21767,PHY381420
21768,PHY315967
21769,PHY317910
21770,PHY359967
21771,PHY395105
21772,PHY379367
21773,PHY386672
21774,PHY385233
21775,PHY323781
21776,PHY320809
21777,PHY383882
21778,PHY353644
21779,PHY373071
21780,PHY400244
21781,PHY400515
21782,PHY329177
21783,PHY349152
21784,PHY315536
21785,PHY398057
21786,PHY328891
21787,PHY376999
21788,PHY391842
21789,PHY332768
21790,PHY396450
21791,PHY313816
21792,PHY379525
21793,PHY383013
21794,PHY333881
21795,PHY389506
21796,PHY419641
21797,PHY381857
21798,PHY434115
21799,PHY400492
21800,PHY357564
21801,PHY401805
21802,PHY392275
21803,PHY422166
21804,PHY322758
21805,PHY397767
21806,PHY361582
21807,PHY352330
21808,PHY405491
21809,PHY313995
21810,PHY425242
21811,PHY362654
21812,PHY347717
21813,PHY421230
21814,PHY405813
21815,PHY380882
21816,PHY398746
21817,PHY320474
21818,PHY372749
21819,PHY344550
21820,PHY370330
21821,PHY324708
21822,PHY314501
21823,PHY424771
21824,PHY316419
21825,PHY425554
21826,PHY357063
21827,PHY411223
21828,PHY346487
21829,PHY381768
21830,PHY333704
21831,PHY338957
21832,PHY318104
21833,PHY340978
21834,PHY394729
21835,PHY420228
21836,PHY393756
21837,PHY349762
21838,PHY325398
21839,PHY402389
21840,PHY326989
21841,PHY387285
21842,PHY401009
21843,PHY377515
21844,PHY400016
21845,PHY312577
21846,PHY430254
21847,PHY345546
21848,PHY401932
21849,PHY341903
21850,PHY408102
21851,PHY333874
21852,PHY312775
21853,PHY389537
21854,PHY421730
21855,PHY408562
21856,PHY371383
21857,PHY390253
21858,PHY329255
21859,PHY372725
21860,PHY350675
21861,PHY379081
21862,PHY418152
21863,PHY344505
21864,PHY374848
21865,PHY413953
21866,PHY350552
21867,PHY321762
21868,PHY368040
21869,PHY315690
21870,PHY360401
21871,PHY343780
21872,PHY356526
21873,PHY376733
21874,PHY374520
21875,PHY377531
21876,PHY412225
21877,PHY337910
21878,PHY327164
21879,PHY341035
21880,PHY424806
21881,PHY314931
21882,PHY372182
21883,PHY363792
21884,PHY320473
21885,PHY433568
21886,PHY366517
21887,PHY348831
21888,PHY369651
21889,PHY324134
21890,PHY430906
21891,PHY433747
21892,PHY399731
21893,PHY396943
21894,PHY346946
21895,PHY381641
21896,PHY418282
21897,PHY337593
21898,PHY397228
21899,PHY328252
21900,PHY407425
21901,PHY318723
21902,PHY389817
21903,PHY324460
21904,PHY434028
21905,PHY373291
21906,PHY339947
21907,PHY332013
21908,PHY321041
21909,PHY332259
21910,PHY329780
21911,PHY346331
21912,PHY397612
21913,PHY331864
21914,PHY383461
21915,PHY322716
21916,PHY417299
21917,PHY399656
21918,PHY409354
21919,PHY315957
21920,PHY376793
21921,PHY345479
21922,PHY363612
21923,PHY357557
21924,PHY376899
21925,PHY372432
21926,PHY314922
21927,PHY422217
21928,PHY419466
21929,PHY328676
21930,PHY410072
21931,PHY374309
21932,PHY350672
21933,PHY357811
21934,PHY335863
21935,PHY324692
21936,PHY322942
21937,PHY405218
21938,PHY344823
21939,PHY381113
21940,PHY337644
21941,PHY341788
21942,PHY414154
21943,PHY414992
21944,PHY335650
21945,PHY331687
21946,PHY321319
21947,PHY339541
21948,PHY324388
21949,PHY346297
21950,PHY426191
21951,PHY317447
21952,PHY357622
21953,PHY326972
21954,PHY342531
21955,PHY386999
21956,PHY332028
21957,PHY407047
21958,PHY351861
21959,PHY367704
21960,PHY318119
21961,PHY332202
21962,PHY405284
21963,PHY433406
21964,PHY388241
21965,PHY397066
21966,PHY316932
21967,PHY396523
21968,PHY311961
21969,PHY416914
21970,PHY345182
21971,PHY412623
21972,PHY356176
21973,PHY428295
21974,PHY321678
21975,PHY406929
21976,PHY415562
21977,PHY411322
21978,PHY406301
21979,PHY362381
21980,PHY413951
21981,PHY324811
21982,PHY376214
21983,PHY324199
21984,PHY321118
21985,PHY408956
21986,PHY332610
21987,PHY327597
21988,PHY323335
21989,PHY343920
21990,PHY379227
21991,PHY327158
21992,PHY335047
21993,PHY368493
21994,PHY409997
21995,PHY415442
21996,PHY379552
21997,PHY323610
21998,PHY405900
21999,PHY426881
22000,PHY356308
22001,PHY365612
22002,PHY359378
22003,PHY319538
22004,PHY418988
22005,PHY374652
22006,PHY422599
22007,PHY322499
22008,PHY431801
22009,PHY357456
22010,PHY400001
22011,PHY383166
22012,PHY318634
22013,PHY392328
22014,PHY362392
22015,PHY380845
22016,PHY424595
22017,PHY361748
22018,PHY340367
22019,PHY331215
22020,PHY317994
22021,PHY315413
22022,PHY336048
22023,PHY343462
22024,PHY406197
22025,PHY399748
22026,PHY330908
22027,PHY340854
22028,PHY381408
22029,PHY397469
22030,PHY411214
22031,PHY409926
22032,PHY342283
22033,PHY330210
22034,PHY329110
22035,PHY348306
22036,PHY412754
22037,PHY408216
22038,PHY318596
22039,PHY328466
22040,PHY422729
22041,PHY430113
22042,PHY359870
22043,PHY364938
22044,PHY367003
22045,PHY346943
22046,PHY329642
22047,PHY386147
22048,PHY340507
22049,PHY429930
22050,PHY385278
22051,PHY430785
22052,PHY409639
22053,PHY391514
22054,PHY330359
22055,PHY317118
22056,PHY428141
22057,PHY349432
22058,PHY325340
22059,PHY382599
22060,PHY331437
22061,PHY340984
22062,PHY425932
22063,PHY408915
22064,PHY359845
22065,PHY363142
22066,PHY390115
22067,PHY404380
22068,PHY343221
22069,PHY422453
22070,PHY352431
22071,PHY344698
22072,PHY417932
22073,PHY365975
22074,PHY397479
22075,PHY428481
22076,PHY352538
22077,PHY398489
22078,PHY318284
22079,PHY398142
22080,PHY405245
22081,PHY383207
22082,PHY433077
22083,PHY314236
22084,PHY392625
22085,PHY315445
22086,PHY358314
22087,PHY408346
22088,PHY384077
22089,PHY413919
22090,PHY385479
22091,PHY350154
22092,PHY380058
22093,PHY430124
22094,PHY342055
22095,PHY349181
22096,PHY328842
22097,PHY350557
22098,PHY322813
22099,PHY392959
22100,PHY358553
22101,PHY326882
22102,PHY411188
22103,PHY328246
22104,PHY423681
22105,PHY324078
22106,PHY410336
22107,PHY314178
22108,PHY375508
22109,PHY358417
22110,PHY372314
22111,PHY391563
22112,PHY393091
22113,PHY344015
22114,PHY358759
22115,PHY402530
22116,PHY372117
22117,PHY413230
22118,PHY410095
22119,PHY358253
22120,PHY393691
22121,PHY411089
22122,PHY425039
22123,PHY407865
22124,PHY347353
22125,PHY418271
22126,PHY364879
22127,PHY399687
22128,PHY395202
22129,PHY346520
22130,PHY381222
22131,PHY352213
22132,PHY326636
22133,PHY380920
22134,PHY414569
22135,PHY428625
22136,PHY409348
22137,PHY328235
22138,PHY323509
22139,PHY416568
22140,PHY343120
22141,PHY392730
22142,PHY323338
22143,PHY432761
22144,PHY312827
22145,PHY381500
22146,PHY320177
22147,PHY320659
22148,PHY312855
22149,PHY346150
22150,PHY376352
22151,PHY342641
22152,PHY402167
22153,PHY405603
22154,PHY372071
22155,PHY363733
22156,PHY433326
22157,PHY332809
22158,PHY343952
22159,PHY313987
22160,PHY333318
22161,PHY374620
22162,PHY417374
22163,PHY391825
22164,PHY367630
22165,PHY333218
22166,PHY333169
22167,PHY357294
22168,PHY364874
22169,PHY404778
22170,PHY383961
22171,PHY359993
22172,PHY388240
22173,PHY355005
22174,PHY329420
22175,PHY424362
22176,PHY345909
22177,PHY349212
22178,PHY380532
22179,PHY340823
22180,PHY426932
22181,PHY416118
22182,PHY379992
22183,PHY380124
22184,PHY343212
22185,PHY372970
22186,PHY378089
22187,PHY324629
22188,PHY431128
22189,PHY347857
22190,PHY316296
22191,PHY352250
22192,PHY355855
22193,PHY431309
22194,PHY359762
22195,PHY326576
22196,PHY352210
22197,PHY408381
22198,PHY370828
22199,PHY334025
22200,PHY332912
22201,PHY400162
22202,PHY404415
22203,PHY348975
22204,PHY427785
22205,PHY347358
22206,PHY323292
22207,PHY395571
22208,PHY325755
22209,PHY337938
22210,PHY362275
22211,PHY325752
22212,PHY329137
22213,PHY354632
22214,PHY432555
22215,PHY417729
22216,PHY431505
22217,PHY352237
22218,PHY323983
22219,PHY375200
22220,PHY405580
22221,PHY331626
22222,PHY369219
22223,PHY313048
22224,PHY352692
22225,PHY392351
22226,PHY403309
22227,PHY369905
22228,PHY394248
22229,PHY326675
22230,PHY366551
22231,PHY401738
22232,PHY360887
22233,PHY331461
22234,PHY342071
22235,PHY433058
22236,PHY324333
22237,PHY359131
22238,PHY323016
22239,PHY323296
22240,PHY431662
22241,PHY321861
22242,PHY430908
22243,PHY347572
22244,PHY399887
22245,PHY370203
22246,PHY320351
22247,PHY348488
22248,PHY352157
22249,PHY384188
22250,PHY429142
22251,PHY312798
22252,PHY425686
22253,PHY323277
22254,PHY376417
22255,PHY322365
22256,PHY420692
22257,PHY344813
22258,PHY359407
22259,PHY409795
22260,PHY406413
22261,PHY352390
22262,PHY391366
22263,PHY343106
22264,PHY401854
22265,PHY401373
22266,PHY405939
22267,PHY374884
22268,PHY405113
22269,PHY408352
22270,PHY429480
22271,PHY381947
22272,PHY372803
22273,PHY360400
22274,PHY362339
22275,PHY419976
22276,PHY319461
22277,PHY326749
22278,PHY375647
22279,PHY402857
22280,PHY337016
22281,PHY324298
22282,PHY384294
22283,PHY413179
22284,PHY419874
22285,PHY420755
22286,PHY314498
22287,PHY361097
22288,PHY317297
22289,PHY357726
22290,PHY376626
22291,PHY371595
22292,PHY389642
22293,PHY416643
22294,PHY377169
22295,PHY330630
22296,PHY390313
22297,PHY318583
22298,PHY431895
22299,PHY350446
22300,PHY403700
22301,PHY423144
22302,PHY382145
22303,PHY353700
22304,PHY370147
22305,PHY429404
22306,PHY370559
22307,PHY380570
22308,PHY348768
22309,PHY421589
22310,PHY366544
22311,PHY377847
22312,PHY401394
22313,PHY379188
22314,PHY425364
22315,PHY345731
22316,PHY369074
22317,PHY377595
22318,PHY325643
22319,PHY332638
22320,PHY337222
22321,PHY361606
22322,PHY323216
22323,PHY322790
22324,PHY430932
22325,PHY397160
22326,PHY312613
22327,PHY363366
22328,PHY340725
22329,PHY335778
22330,PHY370269
22331,PHY336240
22332,PHY412117
22333,PHY395487
22334,PHY431205
22335,PHY381372
22336,PHY383876
22337,PHY363672
22338,PHY398906
22339,PHY360626
22340,PHY433867
22341,PHY380844
22342,PHY342156
22343,PHY368049
22344,PHY387672
22345,PHY354520
22346,PHY358009
22347,PHY393029
22348,PHY348345
22349,PHY407594
22350,PHY390497
22351,PHY334347
22352,PHY340721
22353,PHY401383
22354,PHY358163
22355,PHY381551
22356,PHY396836
22357,PHY401992
22358,PHY419840
22359,PHY403476
22360,PHY350310
22361,PHY380282
22362,PHY313698
22363,PHY367527
22364,PHY424086
22365,PHY330738
22366,PHY399854
22367,PHY351830
22368,PHY352951
22369,PHY340094
22370,PHY386597
22371,PHY333552
22372,PHY429804
22373,PHY346979
22374,PHY402557
22375,PHY351193
22376,PHY424191
22377,PHY343912
22378,PHY342379
22379,PHY424875
22380,PHY334282
22381,PHY327645
22382,PHY330689
22383,PHY359393
22384,PHY336328
22385,PHY393791
22386,PHY329603
22387,PHY362999
22388,PHY423445
22389,PHY422435
22390,PHY349940
22391,PHY312311
22392,PHY403866
22393,PHY422764
22394,PHY320885
22395,PHY359535
22396,PHY403673
22397,PHY378139
22398,PHY368281
22399,PHY334830
22400,PHY431484
22401,PHY387014
22402,PHY350921
22403,PHY312016
22404,PHY394713
22405,PHY343054
22406,PHY425078
22407,PHY423396
22408,PHY401898
22409,PHY386748
22410,PHY415127
22411,PHY422062
22412,PHY355226
22413,PHY336153
22414,PHY354775
22415,PHY348902
22416,PHY353332
22417,PHY328324
22418,PHY351340
22419,PHY339396
22420,PHY377580
22421,PHY357394
22422,PHY404635
22423,PHY318484
22424,PHY372244
22425,PHY396590
22426,PHY408777
22427,PHY400647
22428,PHY387642
22429,PHY325233
22430,PHY376800
22431,PHY395563
22432,PHY419174
22433,PHY346116
22434,PHY411467
22435,PHY374937
22436,PHY384736
22437,PHY425395
22438,PHY407814
22439,PHY404539
22440,PHY324166
22441,PHY371748
22442,PHY429295
22443,PHY346163
22444,PHY431090
22445,PHY355537
22446,PHY342101
22447,PHY386585
22448,PHY353199
22449,PHY339240
22450,PHY402012
22451,PHY341544
22452,PHY404950
22453,PHY403457
22454,PHY319161
22455,PHY359908
22456,PHY353414
22457,PHY311677
22458,PHY326943
22459,PHY405722
22460,PHY344594
22461,PHY384466
22462,PHY391340
22463,PHY337106
22464,PHY367322
22465,PHY348089
22466,PHY334948
22467,PHY399862
22468,PHY367163
22469,PHY350106
22470,PHY419336
22471,PHY359843
22472,PHY349398
22473,PHY318599
22474,PHY353365
22475,PHY396161
22476,PHY432026
22477,PHY353037
22478,PHY427371
22479,PHY420065
22480,PHY349988
22481,PHY424310
22482,PHY334036
22483,PHY419027
22484,PHY400290
22485,PHY331515
22486,PHY340274
22487,PHY413670
22488,PHY318199
22489,PHY379115
22490,PHY401729
22491,PHY315103
22492,PHY376281
22493,PHY360163
22494,PHY388917
22495,PHY420461
22496,PHY411320
22497,PHY332346
22498,PHY404068
22499,PHY391650
22500,PHY391898
22501,PHY314973
22502,PHY379532
22503,PHY427411
22504,PHY331752
22505,PHY402888
22506,PHY372843
22507,PHY409554
22508,PHY314005
22509,PHY430961
22510,PHY339843
22511,PHY406618
22512,PHY398628
22513,PHY366211
22514,PHY320693
22515,PHY429018
22516,PHY380197
22517,PHY430490
22518,PHY391629
22519,PHY340134
22520,PHY358071
22521,PHY409938
22522,PHY400710
22523,PHY404471
22524,PHY390702
22525,PHY341268
22526,PHY431749
22527,PHY320864
22528,PHY385261
22529,PHY379555
22530,PHY380879
22531,PHY379465
22532,PHY430720
22533,PHY422549
22534,PHY352982
