OtherPhysician_ID,OtherPhysician
11512,PHY319060
11513,PHY386193
11514,PHY354001
11515,PHY407290
11516,PHY319642
11517,PHY346084
11518,PHY372105
11519,PHY372505
11520,PHY418257
11521,PHY430616
11522,PHY421178
11523,PHY359860
11524,PHY426461
11525,PHY424091
11526,PHY418565
11527,PHY317716
11528,PHY339194
11529,PHY339268
11530,PHY385812
11531,PHY399187
11532,PHY348028
11533,PHY387654
11534,PHY385091
11535,PHY399003
11536,PHY334500
11537,PHY375123
11538,PHY420461
11539,PHY316643
11540,PHY409167
11541,PHY382459
11542,PHY375987
11543,PHY391210
11544,PHY429757
11545,PHY341496
11546,PHY423240
11547,PHY354909
11548,PHY405266
11549,PHY409911
11550,PHY394716
11551,PHY336106
11552,PHY331638
11553,PHY400828
11554,PHY425726
11555,PHY336570
11556,PHY316728
11557,PHY406841
11558,PHY392819
11559,PHY398607
11560,PHY327892
11561,PHY352511
11562,PHY390352
11563,PHY429699
11564,PHY369619
11565,PHY367254
11566,PHY429156
11567,PHY387773
11568,PHY362509
11569,PHY387638
11570,PHY337905
11571,PHY425585
11572,PHY325120
11573,PHY320933
11574,PHY389435
11575,PHY354487
11576,PHY382867
11577,PHY357707
11578,PHY337440
11579,PHY370536
11580,PHY358640
11581,PHY429279
11582,PHY403741
11583,PHY387504
11584,PHY368274
11585,PHY348922
11586,PHY373952
11587,PHY346363
11588,PHY353899
11589,PHY381507
11590,PHY329039
11591,PHY433828
11592,PHY412965
11593,PHY423519
11594,PHY340117
11595,PHY389713
11596,PHY395439
11597,PHY367333
11598,PHY398029
11599,PHY340462
11600,PHY341194
11601,PHY316240
11602,PHY427483
11603,PHY326588
11604,PHY344866
11605,PHY407172
11606,PHY323819
11607,PHY422938
11608,PHY315233
11609,PHY342063
11610,PHY313158
11611,PHY343023
11612,PHY414545
11613,PHY424873
11614,PHY419726
11615,PHY324249
11616,PHY331955
11617,PHY319991
11618,PHY335818
11619,PHY318405
11620,PHY342750
11621,PHY416260
11622,PHY393598
11623,PHY331407
11624,PHY321701
11625,PHY395182
11626,PHY324043
11627,PHY325027
11628,PHY393404
11629,PHY389563
11630,PHY419167
11631,PHY407229
11632,PHY346895
11633,PHY338306
11634,PHY431215
11635,PHY353780
11636,PHY386145
11637,PHY312231
11638,PHY426985
11639,PHY369906
11640,PHY415120
11641,PHY356590
11642,PHY357126
11643,PHY398817
11644,PHY375006
11645,PHY403732
11646,PHY341518
11647,PHY383684
11648,PHY375370
11649,PHY338909
11650,PHY393045
11651,PHY329259
11652,PHY349657
11653,PHY351296
11654,PHY384012
11655,PHY311924
11656,PHY361386
11657,PHY338360
11658,PHY403606
11659,PHY332643
11660,PHY344154
11661,PHY342197
11662,PHY320048
11663,PHY431827
11664,PHY354682
11665,PHY359714
11666,PHY397874
11667,PHY422826
11668,PHY434055
11669,PHY426567
11670,PHY366056
11671,PHY433721
11672,PHY329076
11673,PHY377129
11674,PHY348305
11675,PHY374297
11676,PHY401933
11677,PHY367064
11678,PHY342816
11679,PHY421919
11680,PHY387236
11681,PHY407880
11682,PHY390142
11683,PHY331788
11684,PHY422633
11685,PHY363995
11686,PHY410925
11687,PHY395582
11688,PHY331738
11689,PHY362193
11690,PHY314216
11691,PHY359224
11692,PHY397518
11693,PHY378835
11694,PHY412784
11695,PHY412657
11696,PHY393101
11697,PHY401271
11698,PHY346872
11699,PHY352736
11700,PHY345014
11701,PHY410972
11702,PHY392182
11703,PHY366763
11704,PHY348758
11705,PHY396760
11706,PHY371366
11707,PHY315092
11708,PHY333761
11709,PHY385009
11710,PHY358176
11711,PHY409524
11712,PHY326015
11713,PHY339934
11714,PHY428990
11715,PHY365205
11716,PHY389020
11717,PHY351253
11718,PHY373857
11719,PHY383018
11720,PHY342888
11721,PHY334281
11722,PHY406104
11723,PHY371278
11724,PHY375719
11725,PHY321874
11726,PHY311601
11727,PHY322177
11728,PHY316668
11729,PHY357477
11730,PHY337955
11731,PHY346731
11732,PHY318467
11733,PHY368147
11734,PHY313574
11735,PHY398738
11736,PHY328274
11737,PHY346314
11738,PHY347398
11739,PHY377156
11740,PHY312555
11741,PHY394910
11742,PHY429263
11743,PHY329161
11744,PHY426041
11745,PHY337644
11746,PHY433253
11747,PHY327130
11748,PHY408826
11749,PHY397760
11750,PHY406158
11751,PHY353018
11752,PHY342664
11753,PHY327933
11754,PHY337546
11755,PHY345237
11756,PHY343944
11757,PHY393140
11758,PHY332508
11759,PHY413849
11760,PHY400992
11761,PHY320446
11762,PHY351141
11763,PHY431205
11764,PHY382276
11765,PHY416405
11766,PHY405106
11767,PHY403619
11768,PHY386371
11769,PHY421022
11770,PHY420737
11771,PHY411533
11772,PHY397946
11773,PHY424273
11774,PHY320332
11775,PHY396903
11776,PHY421586
11777,PHY392788
11778,PHY386262
11779,PHY421802
11780,PHY314328
11781,PHY321570
11782,PHY357910
11783,PHY332859
11784,PHY360335
11785,PHY426116
11786,PHY322956
11787,PHY327707
11788,PHY380126
11789,PHY375876
11790,PHY358553
11791,PHY400852
11792,PHY378900
11793,PHY428156
11794,PHY400487
11795,PHY402549
11796,PHY322744
11797,PHY396278
11798,PHY349950
11799,PHY432896
11800,PHY396885
11801,PHY313704
11802,PHY376183
11803,PHY395456
11804,PHY417378
11805,PHY346873
11806,PHY387538
11807,PHY407931
11808,PHY336738
11809,PHY430204
11810,PHY374749
11811,PHY385848
11812,PHY333889
11813,PHY397124
11814,PHY403723
11815,PHY346687
11816,PHY338476
11817,PHY422384
11818,PHY334330
11819,PHY430331
11820,PHY383007
11821,PHY321389
11822,PHY359669
11823,PHY387228
11824,PHY333169
11825,PHY320737
11826,PHY422044
11827,PHY357863
11828,PHY317922
11829,PHY336434
11830,PHY405267
11831,PHY324680
11832,PHY311599
11833,PHY345003
11834,PHY385054
11835,PHY388900
11836,PHY396147
11837,PHY350636
11838,PHY317713
11839,PHY348162
11840,PHY348231
11841,PHY317507
11842,PHY322574
11843,PHY401194
11844,PHY317685
11845,PHY316405
11846,PHY416887
11847,PHY346326
11848,PHY373845
11849,PHY323033
11850,PHY350607
11851,PHY432322
11852,PHY380700
11853,PHY418782
11854,PHY355296
11855,PHY432798
11856,PHY374991
11857,PHY380422
11858,PHY383711
11859,PHY428377
11860,PHY350978
11861,PHY368899
11862,PHY342371
11863,PHY320850
11864,PHY367201
11865,PHY311297
11866,PHY381663
11867,PHY392255
11868,PHY395341
11869,PHY412135
11870,PHY405852
11871,PHY404288
11872,PHY336722
11873,PHY380043
11874,PHY324452
11875,PHY352502
11876,PHY421690
11877,PHY391019
11878,PHY357256
11879,PHY398307
11880,PHY395516
11881,PHY373182
11882,PHY332008
11883,PHY421792
11884,PHY316691
11885,PHY364669
11886,PHY355446
11887,PHY414115
11888,PHY370212
11889,PHY389784
11890,PHY374465
11891,PHY373172
11892,PHY429435
11893,PHY421848
11894,PHY360126
11895,PHY348542
11896,PHY397747
11897,PHY393036
11898,PHY407604
11899,PHY382868
11900,PHY404854
11901,PHY412557
11902,PHY410037
11903,PHY321800
11904,PHY417241
11905,PHY333910
11906,PHY312433
11907,PHY369685
11908,PHY392473
11909,PHY360542
11910,PHY427747
11911,PHY395171
11912,PHY353846
11913,PHY321305
11914,PHY426920
11915,PHY326390
11916,PHY312771
11917,PHY350470
11918,PHY416912
11919,PHY328137
11920,PHY376466
11921,PHY345983
11922,PHY311675
11923,PHY358777
11924,PHY311720
11925,PHY389288
11926,PHY347387
11927,PHY341968
11928,PHY360671
11929,PHY365335
11930,PHY396793
11931,PHY346437
11932,PHY403970
11933,PHY369502
11934,PHY315630
11935,PHY419035
11936,PHY354199
11937,PHY380923
11938,PHY412540
11939,PHY419468
11940,PHY407570
11941,PHY332563
11942,PHY399322
11943,PHY416512
11944,PHY396968
11945,PHY411979
11946,PHY323857
11947,PHY419199
11948,PHY401340
11949,PHY365687
11950,PHY411340
11951,PHY338923
11952,PHY385161
11953,PHY334024
11954,PHY401100
11955,PHY342268
11956,PHY324580
11957,PHY363237
11958,PHY389478
11959,PHY363456
11960,PHY350036
11961,PHY334921
11962,PHY348974
11963,PHY318012
11964,PHY312449
11965,PHY339805
11966,PHY421071
11967,PHY377521
11968,PHY431943
11969,PHY337173
11970,PHY331666
11971,PHY391417
11972,PHY391720
11973,PHY390364
11974,PHY337085
11975,PHY411112
11976,PHY357947
11977,PHY368791
11978,PHY356109
11979,PHY313178
11980,PHY323037
11981,PHY320896
11982,PHY395186
11983,PHY397634
11984,PHY433910
11985,PHY372192
11986,PHY353891
11987,PHY374212
11988,PHY411140
11989,PHY381982
11990,PHY407410
11991,PHY368765
11992,PHY363682
11993,PHY351556
11994,PHY417256
11995,PHY398636
11996,PHY424259
11997,PHY339812
11998,PHY335799
11999,PHY428071
12000,PHY411911
12001,PHY380220
12002,PHY370241
12003,PHY324724
12004,PHY347627
12005,PHY406050
12006,PHY420470
12007,PHY401243
12008,PHY386675
12009,PHY410586
12010,PHY313860
12011,PHY359031
12012,PHY362384
12013,PHY409559
12014,PHY404696
12015,PHY397019
12016,PHY405915
12017,PHY429565
12018,PHY351029
12019,PHY360113
12020,PHY385379
12021,PHY389998
12022,PHY413545
12023,PHY312097
12024,PHY368654
12025,PHY423861
12026,PHY413343
12027,PHY346395
12028,PHY389605
12029,PHY432449
12030,PHY431703
12031,PHY334808
12032,PHY343083
12033,PHY332286
12034,PHY433487
12035,PHY354801
12036,PHY370934
12037,PHY361782
12038,PHY414390
12039,PHY349774
12040,PHY312775
12041,PHY386535
12042,PHY384405
12043,PHY397803
12044,PHY322112
12045,PHY365400
12046,PHY314915
12047,PHY421697
12048,PHY331473
12049,PHY350219
12050,PHY420772
12051,PHY348006
12052,PHY428782
12053,PHY356022
12054,PHY401460
12055,PHY427056
12056,PHY334091
12057,PHY355289
12058,PHY342153
12059,PHY421128
12060,PHY320603
12061,PHY428951
12062,PHY330707
12063,PHY335649
12064,PHY389292
12065,PHY384324
12066,PHY393547
12067,PHY360997
12068,PHY409574
12069,PHY432482
12070,PHY349084
12071,PHY368362
12072,PHY363743
12073,PHY363254
12074,PHY361463
12075,PHY362336
12076,PHY401977
12077,PHY379331
12078,PHY343071
12079,PHY381041
12080,PHY317256
12081,PHY354847
12082,PHY376987
12083,PHY433552
12084,PHY380878
12085,PHY358145
12086,PHY344726
12087,PHY418653
12088,PHY389265
12089,PHY311763
12090,PHY387279
12091,PHY373587
12092,PHY336177
12093,PHY415800
12094,PHY417733
12095,PHY342965
12096,PHY398916
12097,PHY359735
12098,PHY399644
12099,PHY329386
12100,PHY376682
12101,PHY430702
12102,PHY386279
12103,PHY431262
12104,PHY335271
12105,PHY318710
12106,PHY411698
12107,PHY359256
12108,PHY386335
12109,PHY315352
12110,PHY332182
12111,PHY311789
12112,PHY374095
12113,PHY377162
12114,PHY363799
12115,PHY325434
12116,PHY330766
12117,PHY370004
12118,PHY322777
12119,PHY430719
12120,PHY389110
12121,PHY411157
12122,PHY332271
12123,PHY370532
12124,PHY323016
12125,PHY370453
12126,PHY419482
12127,PHY379430
12128,PHY363294
12129,PHY346144
12130,PHY358009
12131,PHY418972
12132,PHY347682
12133,PHY344342
12134,PHY385998
12135,PHY320738
12136,PHY356438
12137,PHY405230
12138,PHY426521
12139,PHY316301
12140,PHY317960
12141,PHY350345
12142,PHY348432
12143,PHY397498
12144,PHY385442
12145,PHY348133
12146,PHY358868
12147,PHY403435
12148,PHY375898
12149,PHY432019
12150,PHY331836
12151,PHY322363
12152,PHY373521
12153,PHY361929
12154,PHY321896
12155,PHY350856
12156,PHY367306
12157,PHY346805
12158,PHY408150
12159,PHY323297
12160,PHY348157
12161,PHY329307
12162,PHY405689
12163,PHY336224
12164,PHY413748
12165,PHY360008
12166,PHY322188
12167,PHY427033
12168,PHY344934
12169,PHY428867
12170,PHY338351
12171,PHY387437
12172,PHY428113
12173,PHY358818
12174,PHY362063
12175,PHY341716
12176,PHY360250
12177,PHY414133
12178,PHY367173
12179,PHY412765
12180,PHY324309
12181,PHY341302
12182,PHY430853
12183,PHY411056
12184,PHY339956
12185,PHY349871
12186,PHY355331
12187,PHY311214
12188,PHY362172
12189,PHY356077
12190,PHY366314
12191,PHY413010
12192,PHY327360
12193,PHY322847
12194,PHY375340
12195,PHY397434
12196,PHY376705
12197,PHY318595
12198,PHY394746
12199,PHY356422
12200,PHY394221
12201,PHY428177
12202,PHY417102
12203,PHY391425
12204,PHY429051
12205,PHY379980
12206,PHY347975
12207,PHY397704
12208,PHY354381
12209,PHY414404
12210,PHY401579
12211,PHY328661
12212,PHY347463
12213,PHY379486
12214,PHY398427
12215,PHY386678
12216,PHY431028
12217,PHY361313
12218,PHY312740
12219,PHY362953
12220,PHY370729
12221,PHY321473
12222,PHY424518
12223,PHY337295
12224,PHY387430
12225,PHY427283
12226,PHY321572
12227,PHY373643
12228,PHY406111
12229,PHY418512
12230,PHY351220
12231,PHY324407
12232,PHY328984
12233,PHY387543
12234,PHY321718
12235,PHY393442
12236,PHY377362
12237,PHY420838
12238,PHY389117
12239,PHY311063
12240,PHY323181
12241,PHY375604
12242,PHY323618
12243,PHY366566
12244,PHY426445
12245,PHY315462
12246,PHY396899
12247,PHY333824
12248,PHY394965
12249,PHY316122
12250,PHY330541
12251,PHY417162
12252,PHY399579
12253,PHY371540
12254,PHY339308
12255,PHY321527
12256,PHY388792
12257,PHY363703
12258,PHY399102
12259,PHY423280
12260,PHY341791
12261,PHY367687
12262,PHY390884
12263,PHY314770
12264,PHY366881
12265,PHY381206
12266,PHY318201
12267,PHY363951
12268,PHY344884
12269,PHY378201
12270,PHY347340
12271,PHY366063
12272,PHY383228
12273,PHY376624
12274,PHY325615
12275,PHY409627
12276,PHY328468
12277,PHY342905
12278,PHY359872
12279,PHY426108
12280,PHY342720
12281,PHY391289
12282,PHY322995
12283,PHY377005
12284,PHY394506
12285,PHY433879
12286,PHY357507
12287,PHY353732
12288,PHY350770
12289,PHY422591
12290,PHY313994
12291,PHY328922
12292,PHY404466
12293,PHY345878
12294,PHY372262
12295,PHY356679
12296,PHY333294
12297,PHY386940
12298,PHY349412
12299,PHY326110
12300,PHY354412
12301,PHY321782
12302,PHY324594
12303,PHY424354
12304,PHY340488
12305,PHY424812
12306,PHY389012
12307,PHY372200
12308,PHY358192
12309,PHY359446
12310,PHY375360
12311,PHY405725
12312,PHY361380
12313,PHY356369
12314,PHY401576
12315,PHY324327
12316,PHY395370
12317,PHY401362
12318,PHY351223
12319,PHY321179
12320,PHY409479
12321,PHY397310
12322,PHY370537
12323,PHY365319
12324,PHY397861
12325,PHY360983
12326,PHY426708
12327,PHY316791
12328,PHY410118
12329,PHY338726
12330,PHY345420
12331,PHY365964
12332,PHY348122
12333,PHY322959
12334,PHY399545
12335,PHY312399
12336,PHY394173
12337,PHY423776
12338,PHY413263
12339,PHY359399
12340,PHY315088
12341,PHY358459
12342,PHY332831
12343,PHY396222
12344,PHY344288
12345,PHY381789
12346,PHY354391
12347,PHY320805
12348,PHY414774
12349,PHY325303
12350,PHY357258
12351,PHY314982
12352,PHY363436
12353,PHY364600
12354,PHY366178
12355,PHY384534
12356,PHY407169
12357,PHY373840
12358,PHY330602
12359,PHY354977
12360,PHY336289
12361,PHY351639
12362,PHY322152
12363,PHY415092
12364,PHY322698
12365,PHY328885
12366,PHY334615
12367,PHY357710
12368,PHY313249
12369,PHY321914
12370,PHY384965
12371,PHY417208
12372,PHY363352
12373,PHY390125
12374,PHY391753
12375,PHY352703
12376,PHY374144
12377,PHY391053
12378,PHY335214
12379,PHY362345
12380,PHY406910
12381,PHY360625
12382,PHY342713
12383,PHY398381
12384,PHY422900
12385,PHY424101
12386,PHY388949
12387,PHY338653
12388,PHY333434
12389,PHY343360
12390,PHY323458
12391,PHY404347
12392,PHY356886
12393,PHY353213
12394,PHY383131
12395,PHY319768
12396,PHY410100
12397,PHY418575
12398,PHY428225
12399,PHY409793
12400,PHY344527
12401,PHY417443
12402,PHY362683
12403,PHY387258
12404,PHY327021
12405,PHY420646
12406,PHY407842
12407,PHY399598
12408,PHY410249
12409,PHY368564
12410,PHY401806
12411,PHY347691
12412,PHY373428
12413,PHY411222
12414,PHY391466
12415,PHY423278
12416,PHY416403
12417,PHY380029
12418,PHY401036
12419,PHY415525
12420,PHY421594
12421,PHY424149
12422,PHY383137
12423,PHY371781
12424,PHY414476
12425,PHY335676
12426,PHY353789
12427,PHY377842
12428,PHY422814
12429,PHY390819
12430,PHY413157
12431,PHY421275
12432,PHY393033
12433,PHY428394
12434,PHY324190
12435,PHY397297
12436,PHY336244
12437,PHY348607
12438,PHY330132
12439,PHY330109
12440,PHY413034
12441,PHY429297
12442,PHY409971
12443,PHY328272
12444,PHY428041
12445,PHY326118
12446,PHY381329
12447,PHY379623
12448,PHY417956
12449,PHY427926
12450,PHY429749
12451,PHY379749
12452,PHY314308
12453,PHY354415
12454,PHY358325
12455,PHY396350
12456,PHY416568
12457,PHY431318
12458,PHY349737
12459,PHY327253
12460,PHY398158
12461,PHY413690
12462,PHY392620
12463,PHY417828
12464,PHY326563
12465,PHY386168
12466,PHY388735
12467,PHY374939
12468,PHY337930
12469,PHY410590
12470,PHY429319
12471,PHY428252
12472,PHY323450
12473,PHY430494
12474,PHY369837
12475,PHY390954
12476,PHY424940
12477,PHY393428
12478,PHY321503
12479,PHY347723
12480,PHY396457
12481,PHY331188
12482,PHY422445
12483,PHY322021
12484,PHY418301
12485,PHY343240
12486,PHY387669
12487,PHY347813
12488,PHY416740
12489,PHY357785
12490,PHY338986
12491,PHY404833
12492,PHY413242
12493,PHY414276
12494,PHY399959
12495,PHY325882
12496,PHY329784
12497,PHY332336
12498,PHY371772
12499,PHY334516
12500,PHY383757
12501,PHY418637
12502,PHY396648
12503,PHY414586
12504,PHY311998
12505,PHY420007
12506,PHY316391
12507,PHY382148
12508,PHY346561
12509,PHY430840
12510,PHY363505
12511,PHY354409
12512,PHY332359
12513,PHY325523
12514,PHY348442
12515,PHY349750
12516,PHY358776
12517,PHY407454
12518,PHY340625
12519,PHY379445
12520,PHY404579
12521,PHY325206
12522,PHY355683
12523,PHY425797
12524,PHY380973
12525,PHY326735
12526,PHY427957
12527,PHY371034
12528,PHY334225
12529,PHY352550
12530,PHY388186
12531,PHY420447
12532,PHY328781
12533,PHY404780
12534,PHY315085
12535,PHY396529
12536,PHY366967
12537,PHY360891
12538,PHY339967
12539,PHY420043
12540,PHY410102
12541,PHY378190
12542,PHY394831
12543,PHY315702
12544,PHY414821
12545,PHY391935
12546,PHY401273
12547,PHY407739
12548,PHY374692
12549,PHY430889
12550,PHY410493
12551,PHY421192
12552,PHY312761
12553,PHY415132
12554,PHY317491
12555,PHY428112
12556,PHY360535
12557,PHY371474
12558,PHY344589
12559,PHY332108
12560,PHY399230
12561,PHY324846
12562,PHY384630
12563,PHY420832
12564,PHY328815
12565,PHY428665
12566,PHY373459
12567,PHY419271
12568,PHY414737
12569,PHY395025
12570,PHY337762
12571,PHY322809
12572,PHY402822
12573,PHY352172
12574,PHY337420
12575,PHY328038
12576,PHY424905
12577,PHY392813
12578,PHY355563
12579,PHY411256
12580,PHY312497
12581,PHY354618
12582,PHY331226
12583,PHY402300
12584,PHY411670
12585,PHY354116
12586,PHY411320
12587,PHY422606
12588,PHY385689
12589,PHY315521
12590,PHY323598
12591,PHY415502
12592,PHY422677
12593,PHY386696
12594,PHY418269
12595,PHY371534
12596,PHY333834
12597,PHY367202
12598,PHY396066
12599,PHY329430
12600,PHY396354
12601,PHY425652
12602,PHY428027
12603,PHY323622
12604,PHY418727
12605,PHY366825
12606,PHY339581
12607,PHY337496
12608,PHY425178
12609,PHY334661
12610,PHY405771
12611,PHY387455
12612,PHY327294
12613,PHY371333
12614,PHY318558
12615,PHY345043
12616,PHY418806
12617,PHY337451
12618,PHY316477
12619,PHY325240
12620,PHY349586
12621,PHY321603
12622,PHY418008
12623,PHY349396
12624,PHY429437
12625,PHY323423
12626,PHY362327
12627,PHY319030
12628,PHY312813
12629,PHY396489
12630,PHY394902
12631,PHY365727
12632,PHY376892
12633,PHY365576
12634,PHY369294
12635,PHY384755
12636,PHY370245
12637,PHY379270
12638,PHY374412
12639,PHY345546
12640,PHY385966
12641,PHY415768
12642,PHY400182
12643,PHY414799
12644,PHY424282
12645,PHY346694
12646,PHY378741
12647,PHY384870
12648,PHY320003
12649,PHY374611
12650,PHY388570
12651,PHY352606
12652,PHY311060
12653,PHY347486
12654,PHY321069
12655,PHY388429
12656,PHY325482
12657,PHY341816
12658,PHY356509
12659,PHY420250
12660,PHY343180
12661,PHY365055
12662,PHY347425
12663,PHY380129
12664,PHY352896
12665,PHY381801
12666,PHY338896
12667,PHY312368
12668,PHY353329
12669,PHY338603
12670,PHY427088
12671,PHY403180
12672,PHY383683
12673,PHY415130
12674,PHY350785
12675,PHY328051
12676,PHY324851
12677,PHY388110
12678,PHY386250
12679,PHY430715
12680,PHY395807
12681,PHY402511
12682,PHY340680
12683,PHY425993
12684,PHY312689
12685,PHY331961
12686,PHY386625
12687,PHY394826
12688,PHY423676
12689,PHY364683
12690,PHY347127
12691,PHY353684
12692,PHY407528
12693,PHY412561
12694,PHY324019
12695,PHY397179
12696,PHY388666
12697,PHY395328
12698,PHY319041
12699,PHY393739
12700,PHY364742
12701,PHY344418
12702,PHY311782
12703,PHY420681
12704,PHY359583
12705,PHY421329
12706,PHY390261
12707,PHY402082
12708,PHY311409
12709,PHY366642
12710,PHY389387
12711,PHY367188
12712,PHY383543
12713,PHY394351
12714,PHY380880
12715,PHY333172
12716,PHY313770
12717,PHY410918
12718,PHY407896
12719,PHY344970
12720,PHY312133
12721,PHY372535
12722,PHY330430
12723,PHY315324
12724,PHY327731
12725,PHY377303
12726,PHY428724
12727,PHY407268
12728,PHY366229
12729,PHY427754
12730,PHY329695
12731,PHY387150
12732,PHY325284
12733,PHY323160
12734,PHY316815
12735,PHY370480
12736,PHY373074
12737,PHY346810
12738,PHY342857
12739,PHY365192
12740,PHY411382
12741,PHY429706
12742,PHY407660
12743,PHY326841
12744,PHY393450
12745,PHY409206
12746,PHY392878
12747,PHY342342
12748,PHY380970
12749,PHY394406
12750,PHY392546
12751,PHY328388
12752,PHY420820
12753,PHY382101
12754,PHY418047
12755,PHY409113
12756,PHY373543
12757,PHY370710
12758,PHY361445
12759,PHY384631
12760,PHY406759
12761,PHY363371
12762,PHY408147
12763,PHY334806
12764,PHY331883
12765,PHY314756
12766,PHY360513
12767,PHY318378
12768,PHY357888
12769,PHY359799
12770,PHY319901
12771,PHY331834
12772,PHY349387
12773,PHY422486
12774,PHY419591
12775,PHY431453
12776,PHY334211
12777,PHY359037
12778,PHY403998
12779,PHY315651
12780,PHY380705
12781,PHY353881
12782,PHY393351
12783,PHY423874
12784,PHY335508
12785,PHY312962
12786,PHY377697
12787,PHY365382
12788,PHY324943
12789,PHY351301
12790,PHY373648
12791,PHY377691
12792,PHY349269
12793,PHY371349
12794,PHY350507
12795,PHY423005
12796,PHY325798
12797,PHY422178
12798,PHY375379
12799,PHY324883
12800,PHY396748
12801,PHY376726
12802,PHY313813
12803,PHY341197
12804,PHY417007
12805,PHY424960
12806,PHY396113
12807,PHY380953
12808,PHY319730
12809,PHY398995
12810,PHY425356
12811,PHY312137
12812,PHY381256
12813,PHY412454
12814,PHY339936
12815,PHY346341
12816,PHY428895
12817,PHY405791
12818,PHY317758
12819,PHY386811
12820,PHY361117
12821,PHY320587
12822,PHY366666
12823,PHY351843
12824,PHY428768
12825,PHY417648
12826,PHY375600
12827,PHY340105
12828,PHY358437
12829,PHY357784
12830,PHY377545
12831,PHY370002
12832,PHY401492
12833,PHY419393
12834,PHY405135
12835,PHY414006
12836,PHY403087
12837,PHY416948
12838,PHY353521
12839,PHY433180
12840,PHY357089
12841,PHY367570
12842,PHY388807
12843,PHY382410
12844,PHY428623
12845,PHY381385
12846,PHY433474
12847,PHY400544
12848,PHY427021
12849,PHY364966
12850,PHY335274
12851,PHY342340
12852,PHY351468
12853,PHY341225
12854,PHY350067
12855,PHY341760
12856,PHY427274
12857,PHY418765
12858,PHY390495
12859,PHY338764
12860,PHY337714
12861,PHY398011
12862,PHY396091
12863,PHY325580
12864,PHY430905
12865,PHY343607
12866,PHY313566
12867,PHY415822
12868,PHY431686
12869,PHY334916
12870,PHY347174
12871,PHY378354
12872,PHY315938
12873,PHY407174
12874,PHY320185
12875,PHY325835
12876,PHY345570
12877,PHY376932
12878,PHY331423
12879,PHY342267
12880,PHY326288
12881,PHY433041
12882,PHY359099
12883,PHY369806
12884,PHY353673
12885,PHY405216
12886,PHY345010
12887,PHY411125
12888,PHY348083
12889,PHY356357
12890,PHY334961
12891,PHY313366
12892,PHY355752
12893,PHY348809
12894,PHY321571
12895,PHY327550
12896,PHY351890
12897,PHY349879
12898,PHY355351
12899,PHY367427
12900,PHY377647
12901,PHY386035
12902,PHY409796
12903,PHY370348
12904,PHY366855
12905,PHY358077
12906,PHY426144
12907,PHY404184
12908,PHY344749
12909,PHY400221
12910,PHY421854
12911,PHY389943
12912,PHY411100
12913,PHY417846
12914,PHY372049
12915,PHY320386
12916,PHY344849
12917,PHY316217
12918,PHY420321
12919,PHY378302
12920,PHY364024
12921,PHY351265
12922,PHY313478
12923,PHY413364
12924,PHY401764
12925,PHY337959
12926,PHY420525
12927,PHY390373
12928,PHY380891
12929,PHY413744
12930,PHY406252
12931,PHY401022
12932,PHY432317
12933,PHY332366
12934,PHY398667
12935,PHY336743
12936,PHY332354
12937,PHY429481
12938,PHY402926
12939,PHY372052
12940,PHY344280
12941,PHY389600
12942,PHY317597
12943,PHY354612
12944,PHY328242
12945,PHY399001
12946,PHY416169
12947,PHY348942
12948,PHY417248
12949,PHY378407
12950,PHY316913
12951,PHY332925
12952,PHY372315
12953,PHY366510
12954,PHY403381
12955,PHY416017
12956,PHY424558
12957,PHY360672
12958,PHY320071
12959,PHY323144
12960,PHY357655
12961,PHY346001
12962,PHY371432
12963,PHY337760
12964,PHY408058
12965,PHY323790
12966,PHY406030
12967,PHY430327
12968,PHY384975
12969,PHY329225
12970,PHY350589
12971,PHY355993
12972,PHY400714
12973,PHY320834
12974,PHY393239
12975,PHY421449
12976,PHY372619
12977,PHY364061
12978,PHY326935
12979,PHY312300
12980,PHY424863
12981,PHY430300
12982,PHY321105
12983,PHY343094
12984,PHY392916
12985,PHY365758
12986,PHY371592
12987,PHY359130
12988,PHY361359
12989,PHY403679
12990,PHY338281
12991,PHY326721
12992,PHY314562
12993,PHY381435
12994,PHY343494
12995,PHY382373
12996,PHY427777
12997,PHY410193
12998,PHY328133
12999,PHY397782
13000,PHY323939
13001,PHY418153
13002,PHY312912
13003,PHY364419
13004,PHY328357
13005,PHY380565
13006,PHY364868
13007,PHY380957
13008,PHY313305
13009,PHY314789
13010,PHY339760
13011,PHY345352
13012,PHY390681
13013,PHY368816
13014,PHY387835
13015,PHY328347
13016,PHY410775
13017,PHY366420
13018,PHY325207
13019,PHY412811
13020,PHY348103
13021,PHY323623
13022,PHY331330
13023,PHY390072
13024,PHY339087
13025,PHY375907
13026,PHY396827
13027,PHY348761
13028,PHY433262
13029,PHY334486
13030,PHY385260
13031,PHY376790
13032,PHY410935
13033,PHY407498
13034,PHY341294
13035,PHY367118
13036,PHY377967
13037,PHY413783
13038,PHY401031
13039,PHY389011
13040,PHY404326
13041,PHY391135
13042,PHY414278
13043,PHY394618
13044,PHY429523
13045,PHY376689
13046,PHY400360
13047,PHY374713
13048,PHY434067
13049,PHY372756
13050,PHY338314
13051,PHY312084
13052,PHY400067
13053,PHY326970
13054,PHY349065
13055,PHY410117
13056,PHY359039
13057,PHY332097
13058,PHY416272
13059,PHY422862
13060,PHY412830
13061,PHY370731
13062,PHY325895
13063,PHY327814
13064,PHY382239
