OperatingPhysician_ID,OperatingPhysician
4166,PHY407668
4167,PHY420545
4168,PHY334952
4169,PHY344841
4170,PHY334394
4171,PHY416713
4172,PHY388330
4173,PHY373865
4174,PHY401630
4175,PHY392301
4176,PHY407003
4177,PHY414301
4178,PHY422813
4179,PHY373685
4180,PHY380844
4181,PHY412821
4182,PHY376916
4183,PHY322616
4184,PHY407778
4185,PHY326303
4186,PHY408755
4187,PHY321976
4188,PHY402413
4189,PHY421560
4190,PHY346968
4191,PHY422212
4192,PHY364402
4193,PHY311244
4194,PHY419964
4195,PHY397285
4196,PHY314587
4197,PHY344472
4198,PHY363066
4199,PHY352709
4200,PHY349713
4201,PHY374703
4202,PHY326438
4203,PHY420284
4204,PHY418272
4205,PHY377982
4206,PHY377194
4207,PHY389122
4208,PHY397804
4209,PHY403875
4210,PHY395735
4211,PHY415963
4212,PHY387914
4213,PHY328971
4214,PHY340480
4215,PHY366856
4216,PHY337890
4217,PHY334299
4218,PHY358429
4219,PHY357523
4220,PHY424418
4221,PHY321852
4222,PHY344090
4223,PHY354835
4224,PHY329031
4225,PHY319984
4226,PHY355416
4227,PHY396547
4228,PHY395747
4229,PHY406002
4230,PHY401035
4231,PHY327141
4232,PHY336367
4233,PHY391359
4234,PHY341522
4235,PHY429620
4236,PHY388781
4237,PHY332671
4238,PHY382290
4239,PHY315825
4240,PHY319524
4241,PHY365173
4242,PHY339152
4243,PHY423519
4244,PHY346669
4245,PHY371184
4246,PHY322184
4247,PHY330861
4248,PHY396155
4249,PHY429119
4250,PHY377472
4251,PHY377706
4252,PHY431401
4253,PHY413841
4254,PHY365965
4255,PHY353905
4256,PHY384006
4257,PHY319262
4258,PHY322017
4259,PHY386254
4260,PHY364678
4261,PHY313818
4262,PHY326310
4263,PHY329397
4264,PHY412557
4265,PHY348245
4266,PHY334369
4267,PHY422105
4268,PHY351980
4269,PHY313154
4270,PHY333985
4271,PHY334705
4272,PHY345269
4273,PHY333893
4274,PHY390009
4275,PHY363204
4276,PHY426145
4277,PHY426955
4278,PHY352825
4279,PHY423363
4280,PHY327670
4281,PHY423314
4282,PHY377389
4283,PHY312467
4284,PHY369505
4285,PHY358585
4286,PHY324063
4287,PHY319816
4288,PHY324050
4289,PHY373785
4290,PHY333272
4291,PHY362728
4292,PHY416628
4293,PHY410865
4294,PHY405476
4295,PHY392297
4296,PHY317669
4297,PHY346782
4298,PHY389272
4299,PHY379965
4300,PHY404023
4301,PHY351116
4302,PHY405216
4303,PHY427286
4304,PHY327944
4305,PHY425610
4306,PHY316379
4307,PHY406546
4308,PHY340110
4309,PHY424611
4310,PHY431774
4311,PHY386510
4312,PHY376119
4313,PHY379618
4314,PHY321759
4315,PHY333770
4316,PHY382153
4317,PHY325845
4318,PHY323800
4319,PHY433037
4320,PHY313575
4321,PHY377118
4322,PHY350298
4323,PHY350715
4324,PHY387739
4325,PHY361542
4326,PHY344678
4327,PHY363341
4328,PHY424202
4329,PHY421930
4330,PHY433036
4331,PHY421327
4332,PHY430693
4333,PHY432329
4334,PHY320703
4335,PHY342041
4336,PHY379013
4337,PHY313808
4338,PHY321902
4339,PHY357108
4340,PHY336698
4341,PHY373749
4342,PHY351257
4343,PHY311444
4344,PHY317942
4345,PHY375549
4346,PHY421968
4347,PHY362826
4348,PHY389235
4349,PHY411921
4350,PHY361224
4351,PHY346024
4352,PHY313433
4353,PHY355207
4354,PHY374185
4355,PHY399219
4356,PHY316329
4357,PHY395857
4358,PHY419950
4359,PHY378636
4360,PHY371896
4361,PHY398270
4362,PHY354231
4363,PHY327010
4364,PHY312982
4365,PHY332024
4366,PHY374341
4367,PHY371931
4368,PHY394850
4369,PHY338679
4370,PHY414680
4371,PHY367583
4372,PHY331239
4373,PHY343236
4374,PHY344304
4375,PHY313911
4376,PHY359548
4377,PHY334774
4378,PHY360884
4379,PHY371810
4380,PHY431683
4381,PHY356475
4382,PHY348301
4383,PHY359453
4384,PHY328909
4385,PHY364724
4386,PHY394390
4387,PHY312541
4388,PHY365418
4389,PHY371208
4390,PHY379280
4391,PHY367668
4392,PHY342452
4393,PHY408373
4394,PHY387032
4395,PHY333165
4396,PHY340850
4397,PHY369382
4398,PHY356646
4399,PHY358335
4400,PHY318840
4401,PHY321672
4402,PHY394616
4403,PHY394779
4404,PHY352617
4405,PHY391151
4406,PHY428711
4407,PHY372900
4408,PHY410411
4409,PHY403741
4410,PHY336961
4411,PHY352133
4412,PHY355590
4413,PHY375142
4414,PHY403429
4415,PHY316950
4416,PHY343476
4417,PHY384588
4418,PHY340593
4419,PHY368790
4420,PHY371437
4421,PHY353038
4422,PHY313900
4423,PHY408359
4424,PHY361255
4425,PHY378061
4426,PHY337774
4427,PHY433757
4428,PHY426251
4429,PHY381788
4430,PHY339062
4431,PHY322418
4432,PHY353994
4433,PHY313727
4434,PHY317764
4435,PHY322305
4436,PHY403620
4437,PHY351641
4438,PHY330112
4439,PHY359299
4440,PHY384303
4441,PHY416093
4442,PHY365427
4443,PHY343322
4444,PHY358474
4445,PHY354530
4446,PHY348073
4447,PHY348997
4448,PHY313277
4449,PHY341501
4450,PHY331145
4451,PHY396825
4452,PHY361729
4453,PHY348373
4454,PHY395255
4455,PHY393470
4456,PHY345664
4457,PHY405092
4458,PHY396851
4459,PHY318773
4460,PHY361998
4461,PHY407808
4462,PHY409543
4463,PHY410738
4464,PHY373490
4465,PHY407943
4466,PHY392818
4467,PHY416432
4468,PHY388964
4469,PHY396318
4470,PHY417047
4471,PHY418864
4472,PHY361071
4473,PHY418242
4474,PHY344879
4475,PHY422447
4476,PHY433128
4477,PHY384674
4478,PHY358433
4479,PHY370069
4480,PHY355934
4481,PHY337064
4482,PHY394693
4483,PHY392710
4484,PHY393841
4485,PHY345957
4486,PHY367130
4487,PHY327180
4488,PHY340311
4489,PHY367015
4490,PHY314917
4491,PHY350735
4492,PHY324857
4493,PHY331563
4494,PHY427153
4495,PHY317715
4496,PHY416159
4497,PHY426273
4498,PHY328734
4499,PHY390820
4500,PHY391845
4501,PHY340151
4502,PHY354572
4503,PHY321226
4504,PHY353309
4505,PHY399901
4506,PHY325747
4507,PHY348758
4508,PHY433357
4509,PHY373195
4510,PHY383513
4511,PHY426179
4512,PHY354625
4513,PHY370239
4514,PHY357644
4515,PHY315436
4516,PHY340458
4517,PHY326384
4518,PHY325391
4519,PHY431776
4520,PHY368755
4521,PHY421915
4522,PHY341477
4523,PHY330315
4524,PHY365928
4525,PHY412442
4526,PHY411225
4527,PHY333101
4528,PHY383066
4529,PHY320315
4530,PHY341553
4531,PHY382850
4532,PHY352080
4533,PHY348061
4534,PHY330240
4535,PHY391048
4536,PHY350335
4537,PHY386747
4538,PHY362723
4539,PHY313440
4540,PHY317566
4541,PHY346191
4542,PHY409657
4543,PHY392041
4544,PHY371718
4545,PHY349832
4546,PHY414142
4547,PHY327893
4548,PHY351856
4549,PHY344950
4550,PHY321517
4551,PHY313642
4552,PHY371264
4553,PHY336216
4554,PHY403367
4555,PHY335894
4556,PHY421886
4557,PHY395271
4558,PHY379430
4559,PHY409349
4560,PHY406210
4561,PHY411295
4562,PHY386927
4563,PHY402926
4564,PHY353553
4565,PHY360012
4566,PHY421562
4567,PHY426064
4568,PHY313819
4569,PHY395674
4570,PHY356048
4571,PHY372750
4572,PHY417491
4573,PHY321665
4574,PHY365991
4575,PHY413958
4576,PHY422388
4577,PHY385472
4578,PHY383034
4579,PHY327343
4580,PHY351658
4581,PHY342359
4582,PHY311199
4583,PHY320575
4584,PHY379117
4585,PHY352001
4586,PHY384776
4587,PHY411604
4588,PHY333073
4589,PHY395481
4590,PHY415188
4591,PHY315416
4592,PHY374127
4593,PHY326754
4594,PHY353412
4595,PHY350839
4596,PHY352165
4597,PHY344173
4598,PHY388769
4599,PHY353121
4600,PHY397844
4601,PHY317397
4602,PHY397399
4603,PHY375726
4604,PHY389834
4605,PHY401683
4606,PHY370873
4607,PHY328654
4608,PHY426168
4609,PHY352584
4610,PHY349337
4611,PHY408595
4612,PHY403317
4613,PHY384734
4614,PHY406675
4615,PHY315687
4616,PHY339825
4617,PHY328994
4618,PHY335560
4619,PHY424372
4620,PHY412444
4621,PHY332706
4622,PHY390333
4623,PHY354988
4624,PHY395658
4625,PHY315832
4626,PHY335829
4627,PHY426404
4628,PHY405703
4629,PHY402543
4630,PHY341928
4631,PHY394678
4632,PHY368374
4633,PHY330957
4634,PHY336801
4635,PHY311935
4636,PHY413761
4637,PHY314198
4638,PHY353855
4639,PHY388845
4640,PHY396255
4641,PHY347721
4642,PHY319503
4643,PHY367607
4644,PHY368175
4645,PHY415292
4646,PHY321831
4647,PHY355047
4648,PHY321991
4649,PHY401494
4650,PHY336773
4651,PHY411322
4652,PHY389217
4653,PHY423703
4654,PHY349324
4655,PHY383508
4656,PHY329459
4657,PHY352112
4658,PHY397524
4659,PHY324301
4660,PHY345836
4661,PHY340839
4662,PHY362178
4663,PHY375736
4664,PHY360394
4665,PHY325779
4666,PHY379020
4667,PHY407447
4668,PHY431927
4669,PHY418814
4670,PHY434000
4671,PHY317586
4672,PHY349872
4673,PHY397493
4674,PHY343167
4675,PHY365407
4676,PHY376863
4677,PHY374094
4678,PHY418143
4679,PHY327766
4680,PHY338504
4681,PHY327839
4682,PHY414890
4683,PHY351951
4684,PHY411072
4685,PHY349421
4686,PHY337676
4687,PHY399617
4688,PHY433544
4689,PHY387043
4690,PHY326928
4691,PHY428399
4692,PHY402355
4693,PHY326925
4694,PHY318628
4695,PHY419727
4696,PHY351034
4697,PHY372478
4698,PHY346771
4699,PHY343273
4700,PHY371683
4701,PHY413720
4702,PHY363063
4703,PHY347196
4704,PHY420742
4705,PHY376555
4706,PHY424295
4707,PHY412589
4708,PHY321601
4709,PHY427019
4710,PHY410133
4711,PHY348682
4712,PHY383929
4713,PHY312727
4714,PHY409021
4715,PHY422842
4716,PHY368742
4717,PHY320616
4718,PHY314123
4719,PHY419290
4720,PHY393816
4721,PHY430880
4722,PHY388585
4723,PHY423018
4724,PHY340043
4725,PHY375992
4726,PHY323955
4727,PHY320084
4728,PHY337638
4729,PHY344244
4730,PHY313359
4731,PHY402104
4732,PHY357729
4733,PHY372364
4734,PHY343920
4735,PHY406696
4736,PHY324744
4737,PHY386622
4738,PHY373377
4739,PHY398408
4740,PHY363018
4741,PHY331751
4742,PHY339680
4743,PHY347744
4744,PHY313928
4745,PHY344344
4746,PHY365308
4747,PHY331652
4748,PHY409053
4749,PHY417866
4750,PHY376138
4751,PHY363005
4752,PHY382792
4753,PHY389656
4754,PHY322586
4755,PHY318309
4756,PHY325195
4757,PHY395020
4758,PHY352549
4759,PHY327888
4760,PHY393974
4761,PHY350393
4762,PHY414243
4763,PHY366676
4764,PHY364974
4765,PHY320017
4766,PHY389806
4767,PHY340161
4768,PHY363031
4769,PHY356099
4770,PHY326161
4771,PHY369801
4772,PHY425891
4773,PHY336080
4774,PHY372521
4775,PHY380955
4776,PHY364434
4777,PHY415330
4778,PHY338951
4779,PHY323631
4780,PHY391045
4781,PHY332278
4782,PHY410350
4783,PHY406845
4784,PHY351702
4785,PHY402129
4786,PHY416990
4787,PHY359382
4788,PHY321566
4789,PHY415430
4790,PHY385901
4791,PHY332324
4792,PHY349473
4793,PHY314982
4794,PHY401707
4795,PHY432990
4796,PHY377336
4797,PHY342421
4798,PHY352090
4799,PHY313137
4800,PHY400681
4801,PHY402298
4802,PHY400134
4803,PHY359820
4804,PHY401650
4805,PHY357153
4806,PHY366968
4807,PHY366815
4808,PHY362483
4809,PHY387619
4810,PHY327261
4811,PHY375105
4812,PHY377466
4813,PHY331377
4814,PHY356328
4815,PHY407137
4816,PHY336336
4817,PHY407988
4818,PHY403476
4819,PHY340437
4820,PHY373137
4821,PHY414765
4822,PHY400943
4823,PHY357779
4824,PHY334531
4825,PHY361019
4826,PHY360948
4827,PHY344905
4828,PHY311755
4829,PHY399150
4830,PHY404160
4831,PHY389988
4832,PHY376894
4833,PHY332815
4834,PHY357722
4835,PHY397973
4836,PHY339283
4837,PHY402937
4838,PHY386426
4839,PHY360732
4840,PHY324691
4841,PHY364182
4842,PHY365631
4843,PHY315666
4844,PHY405479
4845,PHY323378
4846,PHY371195
4847,PHY350627
4848,PHY421942
4849,PHY407608
4850,PHY330836
4851,PHY421172
4852,PHY327166
4853,PHY358481
4854,PHY428199
4855,PHY428481
4856,PHY393680
4857,PHY411031
4858,PHY400852
4859,PHY359836
4860,PHY405144
4861,PHY409119
4862,PHY323400
4863,PHY389729
4864,PHY337999
4865,PHY366908
4866,PHY403300
4867,PHY333742
4868,PHY408773
4869,PHY385350
4870,PHY409938
4871,PHY401468
4872,PHY432988
4873,PHY312417
4874,PHY387142
4875,PHY343688
4876,PHY334272
4877,PHY319784
4878,PHY374220
4879,PHY372896
4880,PHY348817
4881,PHY428700
4882,PHY338952
4883,PHY378586
4884,PHY369314
4885,PHY407509
4886,PHY376765
4887,PHY416902
4888,PHY334884
4889,PHY414451
4890,PHY375063
4891,PHY356373
4892,PHY327407
4893,PHY349420
4894,PHY394444
4895,PHY408271
4896,PHY363774
4897,PHY311671
4898,PHY333846
4899,PHY359330
4900,PHY380813
4901,PHY311985
4902,PHY323583
4903,PHY329158
4904,PHY366472
4905,PHY403650
4906,PHY368471
4907,PHY366293
4908,PHY400512
4909,PHY375920
4910,PHY326725
4911,PHY338250
4912,PHY433077
4913,PHY390737
4914,PHY337413
4915,PHY363205
4916,PHY375333
4917,PHY321655
4918,PHY342344
4919,PHY404557
4920,PHY366392
4921,PHY358776
4922,PHY324052
4923,PHY312736
4924,PHY413261
4925,PHY352950
4926,PHY358389
4927,PHY311964
4928,PHY322596
4929,PHY415191
4930,PHY397722
4931,PHY411354
4932,PHY320056
4933,PHY325632
4934,PHY430894
4935,PHY390556
4936,PHY426859
4937,PHY357982
4938,PHY379097
4939,PHY389469
4940,PHY401193
4941,PHY426827
4942,PHY424811
4943,PHY402568
4944,PHY405126
4945,PHY410734
4946,PHY360477
4947,PHY424594
4948,PHY418422
4949,PHY421490
4950,PHY318756
4951,PHY433329
4952,PHY378517
4953,PHY430563
4954,PHY416552
4955,PHY344022
4956,PHY358673
4957,PHY388400
4958,PHY392062
4959,PHY320831
4960,PHY387168
4961,PHY427878
4962,PHY345321
4963,PHY401170
4964,PHY389528
4965,PHY423244
4966,PHY312357
4967,PHY361243
4968,PHY333491
4969,PHY349242
4970,PHY403648
4971,PHY315535
4972,PHY396274
4973,PHY418172
4974,PHY396480
4975,PHY423356
4976,PHY381031
4977,PHY334012
4978,PHY373170
4979,PHY312292
4980,PHY354118
4981,PHY333280
4982,PHY330571
4983,PHY421433
4984,PHY362962
4985,PHY353878
4986,PHY366973
4987,PHY370414
4988,PHY430301
4989,PHY391158
4990,PHY342496
4991,PHY343452
4992,PHY367523
4993,PHY367525
4994,PHY429066
4995,PHY351892
4996,PHY322769
4997,PHY380166
4998,PHY359997
4999,PHY355748
5000,PHY379358
5001,PHY351578
5002,PHY327846
5003,PHY335881
5004,PHY412057
5005,PHY338072
5006,PHY320025
5007,PHY320528
5008,PHY331695
5009,PHY383763
5010,PHY421522
5011,PHY419330
5012,PHY376714
5013,PHY375852
5014,PHY418499
5015,PHY366892
5016,PHY370824
5017,PHY429730
5018,PHY317464
5019,PHY368780
5020,PHY390807
5021,PHY350037
5022,PHY424809
5023,PHY340410
5024,PHY328820
5025,PHY415212
5026,PHY412857
5027,PHY375490
5028,PHY392706
5029,PHY351463
5030,PHY414961
5031,PHY406746
5032,PHY395006
5033,PHY376740
5034,PHY338534
5035,PHY316006
5036,PHY424593
5037,PHY384804
5038,PHY312721
5039,PHY400699
5040,PHY313809
5041,PHY417050
5042,PHY426097
5043,PHY421122
5044,PHY355637
5045,PHY410366
5046,PHY397478
5047,PHY364783
5048,PHY366498
5049,PHY320327
5050,PHY378197
5051,PHY339862
5052,PHY333383
5053,PHY396961
5054,PHY320231
5055,PHY408046
5056,PHY355678
5057,PHY394112
5058,PHY431751
5059,PHY385456
5060,PHY350551
5061,PHY424833
5062,PHY327384
5063,PHY336241
5064,PHY359447
5065,PHY426229
5066,PHY311259
5067,PHY409271
5068,PHY323550
5069,PHY375531
5070,PHY387270
5071,PHY388819
5072,PHY377680
5073,PHY376875
5074,PHY396366
5075,PHY319785
5076,PHY392727
5077,PHY422211
5078,PHY419690
5079,PHY370425
5080,PHY433826
5081,PHY351734
5082,PHY372242
5083,PHY316101
5084,PHY349479
5085,PHY360390
5086,PHY358770
5087,PHY316611
5088,PHY381962
5089,PHY389504
5090,PHY428357
5091,PHY356908
5092,PHY345830
5093,PHY407678
5094,PHY373236
5095,PHY369158
5096,PHY416657
5097,PHY353756
5098,PHY375062
5099,PHY407683
5100,PHY354800
5101,PHY375227
5102,PHY313584
5103,PHY381953
5104,PHY369230
5105,PHY369714
5106,PHY423861
5107,PHY411752
5108,PHY333916
5109,PHY314598
5110,PHY402948
5111,PHY400465
5112,PHY399552
5113,PHY311777
5114,PHY349187
5115,PHY343114
5116,PHY351471
5117,PHY397162
5118,PHY396800
5119,PHY387515
5120,PHY325009
5121,PHY397407
5122,PHY393552
5123,PHY328582
5124,PHY364713
5125,PHY424113
5126,PHY344412
5127,PHY407098
5128,PHY344580
5129,PHY407104
5130,PHY411345
5131,PHY374175
5132,PHY322774
5133,PHY401651
5134,PHY372538
5135,PHY313916
5136,PHY321549
5137,PHY390565
5138,PHY317945
5139,PHY384923
5140,PHY416845
5141,PHY361453
5142,PHY424880
5143,PHY311311
5144,PHY358747
5145,PHY312424
5146,PHY360835
5147,PHY370935
5148,PHY398724
5149,PHY403464
5150,PHY418041
5151,PHY351720
5152,PHY346485
5153,PHY345451
5154,PHY401691
5155,PHY367369
5156,PHY423857
5157,PHY367008
5158,PHY350017
5159,PHY412524
5160,PHY329736
5161,PHY368528
5162,PHY334756
5163,PHY351618
5164,PHY313662
5165,PHY357263
5166,PHY427833
5167,PHY367953
5168,PHY368524
5169,PHY428150
5170,PHY426792
5171,PHY363780
5172,PHY363304
5173,PHY316631
5174,PHY381372
5175,PHY416143
5176,PHY409569
5177,PHY360493
5178,PHY379616
5179,PHY362614
5180,PHY358983
5181,PHY423508
5182,PHY428420
5183,PHY345842
5184,PHY386489
5185,PHY354703
5186,PHY417142
5187,PHY370317
5188,PHY344726
5189,PHY329987
5190,PHY380299
5191,PHY430138
5192,PHY416462
5193,PHY432720
5194,PHY352533
5195,PHY413201
5196,PHY344450
5197,PHY340939
5198,PHY362210
5199,PHY428252
5200,PHY402780
5201,PHY415000
5202,PHY323882
5203,PHY392640
5204,PHY396784
5205,PHY414495
5206,PHY317088
5207,PHY354000
5208,PHY395243
5209,PHY423929
5210,PHY385752
5211,PHY355863
5212,PHY372619
5213,PHY373417
5214,PHY388072
5215,PHY382592
5216,PHY317382
5217,PHY361213
5218,PHY405294
5219,PHY348700
5220,PHY316173
5221,PHY336106
5222,PHY404154
5223,PHY429388
5224,PHY358937
5225,PHY425454
5226,PHY371500
5227,PHY414922
5228,PHY359143
5229,PHY399893
5230,PHY393651
5231,PHY312495
5232,PHY319663
5233,PHY421074
5234,PHY416075
5235,PHY340269
5236,PHY398655
5237,PHY406484
5238,PHY403307
5239,PHY389249
5240,PHY333998
5241,PHY384854
5242,PHY384788
5243,PHY334775
5244,PHY316353
5245,PHY404602
5246,PHY425514
5247,PHY320383
5248,PHY429616
5249,PHY317011
5250,PHY397687
5251,PHY324210
5252,PHY369956
5253,PHY393790
5254,PHY361155
5255,PHY418509
5256,PHY407440
5257,PHY387498
5258,PHY399534
5259,PHY378173
5260,PHY397043
5261,PHY403744
5262,PHY383593
5263,PHY360080
5264,PHY383374
5265,PHY379445
5266,PHY336414
5267,PHY344996
5268,PHY338332
5269,PHY343335
5270,PHY320532
5271,PHY326929
5272,PHY324628
5273,PHY393922
5274,PHY333098
5275,PHY334785
5276,PHY330308
5277,PHY328244
5278,PHY315180
5279,PHY325575
5280,PHY359945
5281,PHY429742
5282,PHY359646
5283,PHY378372
5284,PHY340912
5285,PHY345277
5286,PHY388380
5287,PHY337707
5288,PHY383100
5289,PHY350489
5290,PHY324443
5291,PHY395707
5292,PHY408946
5293,PHY388608
5294,PHY317543
5295,PHY359633
5296,PHY328117
5297,PHY348133
5298,PHY398095
5299,PHY358028
5300,PHY388196
5301,PHY420237
5302,PHY418613
5303,PHY427149
5304,PHY406146
5305,PHY419747
5306,PHY378804
5307,PHY390615
5308,PHY319648
5309,PHY359405
5310,PHY340577
5311,PHY397037
5312,PHY417102
5313,PHY400873
5314,PHY429126
5315,PHY375696
5316,PHY319386
5317,PHY432012
5318,PHY372621
5319,PHY311549
5320,PHY366590
5321,PHY398961
5322,PHY428678
5323,PHY340620
5324,PHY427039
5325,PHY390513
5326,PHY343050
5327,PHY388699
5328,PHY414031
5329,PHY405120
5330,PHY345844
5331,PHY343766
5332,PHY388160
5333,PHY320783
5334,PHY418567
5335,PHY405279
5336,PHY400563
5337,PHY358966
5338,PHY373091
5339,PHY425489
5340,PHY425580
5341,PHY417109
5342,PHY348636
5343,PHY338144
5344,PHY427620
5345,PHY370565
5346,PHY415117
5347,PHY418808
5348,PHY327314
5349,PHY412940
5350,PHY318495
5351,PHY355923
5352,PHY327469
5353,PHY374905
5354,PHY339813
5355,PHY365205
5356,PHY376293
5357,PHY392726
5358,PHY363085
5359,PHY385889
5360,PHY361322
5361,PHY413223
5362,PHY351465
5363,PHY384024
5364,PHY417455
5365,PHY333052
5366,PHY389760
5367,PHY433789
5368,PHY413916
5369,PHY368934
5370,PHY366436
5371,PHY401097
5372,PHY410831
5373,PHY316041
5374,PHY382695
5375,PHY340527
5376,PHY383980
5377,PHY369919
5378,PHY401764
5379,PHY342030
5380,PHY327768
5381,PHY361370
5382,PHY416140
5383,PHY404699
5384,PHY412356
5385,PHY325442
5386,PHY411007
5387,PHY380843
5388,PHY317214
5389,PHY392961
5390,PHY404070
5391,PHY343568
5392,PHY334289
5393,PHY370885
5394,PHY419691
5395,PHY431633
5396,PHY408610
5397,PHY429774
5398,PHY320304
5399,PHY359916
5400,PHY412248
5401,PHY318573
5402,PHY337103
5403,PHY375422
5404,PHY311222
5405,PHY319831
5406,PHY316452
5407,PHY351575
5408,PHY355014
5409,PHY319809
5410,PHY367367
5411,PHY398258
5412,PHY374764
5413,PHY346397
5414,PHY340967
5415,PHY422994
5416,PHY331546
5417,PHY431596
5418,PHY311968
5419,PHY363592
5420,PHY376987
5421,PHY354088
5422,PHY316939
5423,PHY430412
5424,PHY334258
5425,PHY363348
5426,PHY321682
5427,PHY429808
5428,PHY348970
5429,PHY364366
5430,PHY368682
5431,PHY375463
5432,PHY385861
5433,PHY398730
5434,PHY312484
5435,PHY323776
5436,PHY329582
5437,PHY334755
5438,PHY331847
5439,PHY365540
5440,PHY406752
5441,PHY326171
5442,PHY349990
5443,PHY413199
5444,PHY412872
5445,PHY373652
5446,PHY395539
5447,PHY367592
5448,PHY346834
5449,PHY330015
5450,PHY383590
5451,PHY422208
5452,PHY418577
5453,PHY331056
5454,PHY418459
5455,PHY351287
5456,PHY427872
5457,PHY314908
5458,PHY376343
5459,PHY430458
5460,PHY375564
5461,PHY405256
5462,PHY403992
5463,PHY346884
5464,PHY379098
5465,PHY428362
5466,PHY404306
5467,PHY405514
5468,PHY416020
5469,PHY404772
5470,PHY325746
5471,PHY335023
5472,PHY394322
5473,PHY355402
5474,PHY377933
5475,PHY431843
5476,PHY349558
5477,PHY314146
5478,PHY413647
5479,PHY315715
5480,PHY423139
5481,PHY368539
5482,PHY363006
5483,PHY406861
5484,PHY368433
5485,PHY396451
5486,PHY386158
5487,PHY352988
5488,PHY311058
5489,PHY359744
5490,PHY378134
5491,PHY411362
5492,PHY415867
5493,PHY418257
5494,PHY342803
5495,PHY417442
5496,PHY392985
5497,PHY379564
5498,PHY407099
5499,PHY398210
5500,PHY421005
5501,PHY328316
5502,PHY387670
5503,PHY413722
5504,PHY383407
5505,PHY373825
5506,PHY331514
5507,PHY355630
5508,PHY364336
5509,PHY317105
5510,PHY390199
5511,PHY341637
5512,PHY376157
5513,PHY365327
5514,PHY367704
5515,PHY388215
5516,PHY334447
5517,PHY406585
5518,PHY416574
5519,PHY318644
5520,PHY431743
5521,PHY381716
5522,PHY423116
5523,PHY391451
5524,PHY355699
5525,PHY336215
5526,PHY402000
5527,PHY315931
5528,PHY321231
5529,PHY358157
5530,PHY367602
5531,PHY402093
5532,PHY405305
5533,PHY406333
5534,PHY363134
5535,PHY428851
5536,PHY334549
5537,PHY362902
5538,PHY408090
5539,PHY327622
5540,PHY396196
5541,PHY394224
5542,PHY319862
5543,PHY347844
5544,PHY339693
5545,PHY415031
5546,PHY349663
5547,PHY354526
5548,PHY315702
5549,PHY392348
5550,PHY321957
5551,PHY380279
5552,PHY321595
5553,PHY366488
5554,PHY419984
5555,PHY321086
5556,PHY374821
5557,PHY340332
5558,PHY327236
5559,PHY364900
5560,PHY424337
5561,PHY416253
5562,PHY319565
5563,PHY402518
5564,PHY327649
5565,PHY388560
5566,PHY402863
5567,PHY412053
5568,PHY357929
5569,PHY356468
5570,PHY358010
5571,PHY313250
5572,PHY408375
5573,PHY364745
5574,PHY380143
5575,PHY341013
5576,PHY380031
5577,PHY429992
5578,PHY343274
5579,PHY432100
5580,PHY411193
5581,PHY336913
5582,PHY418928
5583,PHY314847
5584,PHY423622
5585,PHY392098
5586,PHY404972
5587,PHY392873
5588,PHY422545
5589,PHY328467
5590,PHY384577
5591,PHY417809
5592,PHY346856
5593,PHY390805
5594,PHY347234
5595,PHY428827
5596,PHY351296
5597,PHY379898
5598,PHY332390
5599,PHY369081
5600,PHY429293
5601,PHY379598
5602,PHY414526
5603,PHY384133
5604,PHY366069
5605,PHY344248
5606,PHY348535
5607,PHY341566
5608,PHY409551
5609,PHY316891
5610,PHY345116
5611,PHY365484
5612,PHY424890
5613,PHY344390
5614,PHY325270
5615,PHY433877
5616,PHY359555
5617,PHY327019
5618,PHY391156
5619,PHY362209
5620,PHY351605
5621,PHY340868
5622,PHY417762
5623,PHY338148
5624,PHY372481
5625,PHY411770
5626,PHY389663
5627,PHY330637
5628,PHY433754
5629,PHY335487
5630,PHY411177
5631,PHY345190
5632,PHY378384
5633,PHY337362
5634,PHY401084
5635,PHY429286
5636,PHY316780
5637,PHY391454
5638,PHY391869
5639,PHY367978
5640,PHY408006
5641,PHY432929
5642,PHY431146
5643,PHY340564
5644,PHY379975
5645,PHY322883
5646,PHY393448
5647,PHY411696
5648,PHY376062
5649,PHY326436
5650,PHY336482
5651,PHY348905
5652,PHY311435
5653,PHY379631
5654,PHY418728
5655,PHY341397
5656,PHY394787
5657,PHY384932
5658,PHY321071
5659,PHY337091
5660,PHY423529
5661,PHY338913
5662,PHY388949
5663,PHY430207
5664,PHY336754
5665,PHY363004
5666,PHY385040
5667,PHY342527
5668,PHY320956
5669,PHY380348
5670,PHY412068
5671,PHY351774
5672,PHY363924
5673,PHY376789
5674,PHY406795
5675,PHY351556
5676,PHY345221
5677,PHY373359
5678,PHY383797
5679,PHY401101
5680,PHY340627
5681,PHY361485
5682,PHY364004
5683,PHY394319
5684,PHY339181
5685,PHY419733
5686,PHY419910
5687,PHY322188
5688,PHY417629
5689,PHY327424
5690,PHY334480
5691,PHY427996
5692,PHY382402
5693,PHY379826
5694,PHY410568
5695,PHY365816
5696,PHY404891
5697,PHY383574
5698,PHY384085
5699,PHY330646
5700,PHY328225
5701,PHY433122
5702,PHY373851
5703,PHY429694
5704,PHY407368
5705,PHY362652
5706,PHY407539
5707,PHY363660
5708,PHY392157
5709,PHY408420
5710,PHY346686
5711,PHY324109
5712,PHY331157
5713,PHY356021
5714,PHY416327
5715,PHY328968
5716,PHY367189
5717,PHY411141
5718,PHY351553
